PLAYER;SURFACE;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Tim Puetz;Hard;47;28;0.113;0.048;0.57;0.768;0.609;0.654;0.407;0.282;0.576;464;75;317;90
Tim Smyczek;Clay;9;20;0.055;0.021;0.618;0.648;0.539;0.638;0.378;0.292;0.532;156;29;164;318
Tim Smyczek;Grass;9;14;0.072;0.051;0.586;0.722;0.529;0.59;0.31;0.277;0.561;158;23;164;318
Tim Smyczek;Hard;130;97;0.062;0.029;0.619;0.691;0.562;0.6;0.432;0.3;0.589;1564;227;164;318
Tim Van Rijthoven;Clay;6;7;0.081;0.036;0.632;0.702;0.564;0.628;0.403;0.277;0.507;72;13;412;28
Tim Van Rijthoven;Hard;19;16;0.1;0.037;0.619;0.736;0.588;0.642;0.383;0.278;0.52;196;35;412;28
Timur Khabibulin;Hard;12;23;0.07;0.082;0.583;0.682;0.547;0.523;0.387;0.305;0.542;217;35;-;0
Tobias Kamke;Clay;32;45;0.02;0.041;0.581;0.645;0.543;0.534;0.442;0.321;0.569;536;77;213;234
Tobias Kamke;Grass;13;9;0.033;0.041;0.636;0.711;0.609;0.679;0.408;0.289;0.637;157;22;213;234
Tobias Kamke;Hard;86;77;0.025;0.04;0.596;0.677;0.576;0.594;0.428;0.308;0.61;1125;163;213;234
Tobias Simon;Clay;4;6;0.133;0.042;0.629;0.772;0.521;0.607;0.34;0.248;0.451;50;10;427;24
Tobias Simon;Hard;31;20;0.229;0.062;0.62;0.82;0.654;0.623;0.378;0.239;0.507;225;51;427;24
Tom Farquharson;Hard;6;4;0.084;0.029;0.632;0.748;0.648;0.5;0.397;0.273;0.474;58;10;-;0
Tom Fawcett;Hard;16;26;0.077;0.072;0.59;0.701;0.542;0.612;0.414;0.299;0.58;256;42;442;20
Tom Jomby;Hard;7;13;0.11;0.051;0.595;0.695;0.577;0.626;0.468;0.262;0.545;94;20;394;36
Tom Kocevar Desman;Clay;3;7;0.047;0.039;0.562;0.673;0.536;0.547;0.362;0.299;0.578;58;10;-;0
Tomas Barrios Vera;Clay;27;21;0.029;0.038;0.593;0.656;0.541;0.571;0.462;0.348;0.639;383;48;345;62
Tomas Barrios Vera;Hard;11;7;0.051;0.041;0.617;0.703;0.569;0.598;0.382;0.299;0.575;131;18;345;62
Tomas Berdych;Clay;40;22;0.071;0.026;0.574;0.751;0.567;0.618;0.438;0.3;0.536;418;62;71;715
Tomas Berdych;Grass;23;11;0.126;0.026;0.627;0.813;0.588;0.658;0.335;0.259;0.573;269;34;71;715
Tomas Berdych;Hard;132;59;0.11;0.035;0.565;0.781;0.569;0.645;0.425;0.285;0.596;1285;191;71;715
Tomas Lipovsek Puches;Clay;33;49;0.029;0.047;0.625;0.612;0.506;0.517;0.463;0.354;0.578;575;82;-;0
Tomas Lipovsek Puches;Hard;4;7;0.026;0.05;0.584;0.662;0.517;0.459;0.476;0.332;0.656;84;11;-;0
Tomasz Bednarek;Clay;1;18;0.036;0.113;0.494;0.658;0.525;0.5;0.435;0.25;0.531;62;19;-;0
Tomislav Brkic;Clay;44;46;0.046;0.042;0.596;0.688;0.547;0.575;0.411;0.323;0.556;620;90;302;117
Tomislav Brkic;Hard;13;27;0.068;0.038;0.588;0.711;0.513;0.544;0.375;0.256;0.566;232;40;302;117
Tomislav Edward Papac;Hard;4;6;0.053;0.066;0.623;0.674;0.497;0.563;0.39;0.279;0.54;41;10;-;0
Tommy Haas;Clay;11;13;0.055;0.031;0.632;0.71;0.577;0.631;0.342;0.276;0.513;146;24;-;0
Tommy Haas;Grass;4;7;0.064;0.049;0.639;0.726;0.607;0.678;0.354;0.258;0.433;48;11;-;0
Tommy Haas;Hard;8;15;0.057;0.049;0.619;0.684;0.616;0.575;0.423;0.255;0.548;123;23;-;0
Tommy Paul;Clay;17;16;0.051;0.038;0.594;0.685;0.55;0.593;0.43;0.315;0.56;230;33;202;251
Tommy Paul;Hard;67;52;0.065;0.037;0.592;0.702;0.577;0.58;0.43;0.299;0.573;756;119;202;251
Tommy Robredo;Clay;67;58;0.036;0.033;0.634;0.693;0.567;0.632;0.413;0.325;0.554;869;125;201;251
Tommy Robredo;Hard;50;42;0.062;0.027;0.631;0.711;0.568;0.628;0.402;0.255;0.537;567;92;201;251
Toni Androic;Clay;9;19;0.052;0.04;0.523;0.67;0.53;0.571;0.372;0.264;0.595;164;28;-;0
Toni Androic;Hard;2;8;0.069;0.027;0.517;0.717;0.524;0.575;0.261;0.262;0.583;88;10;-;0
Toshihide Matsui;Hard;18;37;0.081;0.056;0.584;0.69;0.592;0.608;0.382;0.265;0.492;217;55;-;0
Tristan Lamasine;Clay;59;51;0.04;0.038;0.64;0.656;0.564;0.596;0.43;0.324;0.559;747;110;309;102
Tristan Lamasine;Hard;68;56;0.063;0.03;0.643;0.693;0.565;0.613;0.395;0.307;0.546;792;124;309;102
Tristan Samuel Weissborn;Hard;1;9;0.034;0.071;0.612;0.63;0.557;0.616;0.317;0.234;0.579;60;10;-;0
Tsung Hua Yang;Clay;16;22;0.079;0.052;0.537;0.705;0.498;0.588;0.418;0.317;0.547;244;38;298;124
Tsung Hua Yang;Hard;60;77;0.084;0.054;0.578;0.71;0.512;0.598;0.401;0.3;0.583;873;137;298;124
Tucker Vorster;Hard;11;20;0.067;0.044;0.623;0.687;0.561;0.538;0.388;0.245;0.547;152;31;-;0
Tung Lin Wu;Hard;28;24;0.089;0.037;0.603;0.718;0.592;0.615;0.468;0.31;0.563;284;52;365;53
Ugo Humbert;Hard;45;24;0.1;0.044;0.577;0.752;0.599;0.649;0.373;0.285;0.567;474;69;102;572
Uladzimir Ignatik;Clay;56;60;0.076;0.046;0.608;0.712;0.532;0.569;0.427;0.317;0.556;815;116;250;183
Uladzimir Ignatik;Hard;51;60;0.123;0.041;0.63;0.747;0.544;0.607;0.359;0.269;0.54;621;111;250;183
Ulises Blanch;Clay;13;12;0.095;0.052;0.528;0.778;0.558;0.692;0.354;0.275;0.547;158;25;313;95
Ulises Blanch;Hard;4;10;0.085;0.063;0.569;0.701;0.592;0.557;0.342;0.27;0.511;76;14;313;95
Vaclav Safranek;Clay;37;43;0.031;0.03;0.63;0.639;0.538;0.587;0.425;0.321;0.549;550;80;293;127
Vaclav Safranek;Hard;8;23;0.063;0.038;0.614;0.679;0.538;0.558;0.359;0.23;0.51;117;31;293;127
Vadym Ursu;Clay;6;7;0.031;0.066;0.547;0.595;0.56;0.431;0.415;0.384;0.617;123;13;-;0
Vadym Ursu;Hard;10;9;0.036;0.082;0.568;0.623;0.556;0.557;0.481;0.377;0.63;154;19;-;0
Valery Rudnev;Hard;10;13;0.056;0.045;0.622;0.666;0.484;0.51;0.4;0.292;0.51;100;23;-;0
Vasek Pospisil;Clay;1;15;0.072;0.042;0.594;0.663;0.508;0.56;0.385;0.234;0.47;65;16;70;716
Vasek Pospisil;Grass;21;18;0.116;0.041;0.606;0.778;0.601;0.654;0.359;0.244;0.507;206;39;70;716
Vasek Pospisil;Hard;129;94;0.117;0.042;0.577;0.769;0.577;0.645;0.376;0.274;0.528;1323;223;70;716
Vasko Mladenov;Hard;6;7;0.072;0.026;0.617;0.691;0.534;0.593;0.4;0.27;0.6;75;13;-;0
Victor Baluda;Hard;4;7;0.036;0.049;0.618;0.614;0.461;0.511;0.492;0.372;0.495;61;11;-;0
Victor Crivoi;Clay;8;11;0.048;0.025;0.589;0.676;0.488;0.563;0.425;0.315;0.528;113;19;-;0
Victor Estrella;Clay;74;54;0.042;0.033;0.634;0.682;0.573;0.618;0.398;0.294;0.57;836;128;278;138
Victor Estrella;Grass;7;15;0.05;0.032;0.656;0.671;0.57;0.575;0.388;0.216;0.509;80;22;278;138
Victor Estrella;Hard;45;51;0.055;0.043;0.61;0.688;0.574;0.587;0.398;0.255;0.527;518;96;278;138
Victor Hanescu;Clay;26;25;0.048;0.018;0.715;0.679;0.515;0.576;0.402;0.316;0.533;353;51;-;0
Victor Hanescu;Hard;23;17;0.095;0.021;0.673;0.744;0.559;0.686;0.352;0.257;0.515;219;40;-;0
Viktor Durasovic;Clay;5;7;0.039;0.059;0.578;0.668;0.544;0.57;0.415;0.275;0.54;65;12;384;41
Viktor Durasovic;Hard;21;21;0.075;0.045;0.602;0.729;0.566;0.632;0.354;0.271;0.538;254;42;384;41
Viktor Galovic;Clay;38;34;0.066;0.039;0.617;0.707;0.545;0.632;0.399;0.313;0.542;491;72;223;223
Viktor Galovic;Hard;45;40;0.106;0.031;0.656;0.728;0.558;0.67;0.373;0.262;0.535;467;85;223;223
Viktor Troicki;Clay;37;24;0.081;0.02;0.623;0.717;0.511;0.657;0.397;0.321;0.527;426;61;205;247
Viktor Troicki;Grass;12;12;0.134;0.044;0.643;0.777;0.571;0.538;0.335;0.256;0.562;167;24;205;247
Viktor Troicki;Hard;91;76;0.114;0.031;0.618;0.737;0.527;0.605;0.379;0.285;0.544;1095;167;205;247
Vincent Millot;Clay;15;24;0.027;0.056;0.566;0.648;0.522;0.556;0.466;0.341;0.561;253;39;321;85
Vincent Millot;Hard;94;88;0.046;0.043;0.575;0.689;0.56;0.607;0.436;0.304;0.583;1288;182;321;85
Vishnu Vardhan;Hard;19;29;0.139;0.05;0.597;0.763;0.508;0.615;0.333;0.26;0.507;261;48;574;5
Vit Kopriva;Clay;3;13;0.032;0.044;0.579;0.643;0.508;0.608;0.383;0.29;0.612;115;16;-;0
Vitaly Kozyukov;Hard;17;10;0.069;0.052;0.664;0.705;0.55;0.549;0.497;0.333;0.605;157;27;-;0
Vlad Victor Cornea;Clay;2;14;0.029;0.07;0.558;0.641;0.511;0.571;0.385;0.284;0.522;78;16;-;0
Vladimir Ivanov;Clay;13;13;0.055;0.047;0.581;0.701;0.527;0.529;0.477;0.32;0.59;172;26;-;0
Vladimir Ivanov;Hard;7;12;0.073;0.035;0.601;0.74;0.528;0.615;0.368;0.257;0.565;95;19;-;0
Vladimir Uzhylovsky;Clay;4;11;0.057;0.061;0.561;0.688;0.495;0.618;0.375;0.279;0.51;80;15;-;0
Vladimir Uzhylovsky;Hard;7;10;0.09;0.06;0.546;0.764;0.578;0.62;0.468;0.23;0.592;79;17;-;0
Vladyslav Manafov;Clay;4;8;0.055;0.072;0.544;0.695;0.589;0.493;0.407;0.251;0.56;59;12;586;5
Vladyslav Manafov;Hard;6;11;0.105;0.068;0.581;0.727;0.636;0.638;0.493;0.283;0.518;71;17;586;5
Walter Trusendi;Clay;23;25;0.052;0.015;0.638;0.666;0.513;0.556;0.402;0.35;0.562;381;48;622;3
Wayne Odesnik;Clay;5;7;0.023;0.034;0.604;0.647;0.519;0.552;0.39;0.276;0.565;82;12;-;0
Wayne Odesnik;Hard;26;19;0.056;0.034;0.631;0.688;0.601;0.617;0.399;0.294;0.562;278;45;-;0
Wei Qiang Zheng;Hard;2;11;0.059;0.032;0.571;0.605;0.491;0.5;0.447;0.256;0.498;38;13;-;0
William Blumberg;Hard;8;6;0.058;0.044;0.572;0.665;0.507;0.521;0.513;0.388;0.638;113;14;440;20
Wilson Leite;Clay;2;19;0.022;0.037;0.603;0.558;0.497;0.466;0.367;0.25;0.519;79;21;-;0
Winston Lin;Hard;6;4;0.041;0.032;0.637;0.639;0.565;0.567;0.474;0.323;0.667;78;10;-;0
Wishaya Trongcharoenchaikul;Hard;22;30;0.086;0.053;0.576;0.734;0.555;0.578;0.368;0.292;0.508;291;52;419;26
Xi Qi;Hard;5;9;0.026;0.032;0.675;0.596;0.526;0.516;0.429;0.32;0.582;77;14;-;0
Xin Gao;Hard;16;36;0.059;0.031;0.596;0.68;0.493;0.569;0.418;0.282;0.495;220;52;557;7
Yan Bai;Clay;9;10;0.038;0.037;0.606;0.643;0.56;0.542;0.429;0.328;0.557;119;19;389;39
Yan Bai;Hard;29;42;0.056;0.039;0.56;0.667;0.502;0.537;0.413;0.338;0.549;487;71;389;39
Yann Marti;Clay;30;25;0.028;0.042;0.591;0.673;0.514;0.54;0.479;0.337;0.641;413;55;-;0
Yann Marti;Hard;31;31;0.055;0.061;0.574;0.695;0.58;0.569;0.408;0.305;0.59;434;62;-;0
Yannick Hanfmann;Clay;49;25;0.072;0.037;0.621;0.726;0.581;0.635;0.42;0.333;0.561;545;74;152;355
Yannick Hanfmann;Hard;30;30;0.085;0.042;0.622;0.711;0.599;0.616;0.342;0.288;0.552;395;60;152;355
Yannick Jankovits;Hard;21;28;0.042;0.044;0.562;0.671;0.536;0.569;0.436;0.308;0.598;335;49;462;17
Yannick Maden;Clay;36;25;0.024;0.027;0.633;0.653;0.542;0.564;0.456;0.354;0.604;496;61;126;460
Yannick Maden;Hard;48;35;0.038;0.029;0.605;0.677;0.548;0.589;0.45;0.327;0.596;607;83;126;460
Yannick Mertens;Clay;7;24;0.024;0.045;0.641;0.617;0.515;0.545;0.387;0.309;0.535;186;31;522;10
Yannick Mertens;Hard;33;59;0.047;0.044;0.629;0.677;0.567;0.55;0.408;0.299;0.543;603;92;522;10
Yannick Vandenbulcke;Hard;7;8;0.03;0.09;0.557;0.687;0.61;0.481;0.442;0.306;0.66;95;15;-;0
Yannik Reuter;Clay;36;40;0.025;0.029;0.625;0.655;0.532;0.533;0.429;0.31;0.582;522;76;-;0
Yannik Reuter;Hard;16;22;0.051;0.045;0.581;0.674;0.533;0.54;0.412;0.301;0.55;250;38;-;0
Yaraslav Shyla;Hard;30;33;0.077;0.037;0.653;0.695;0.526;0.595;0.412;0.298;0.564;393;63;647;1
Yassine Idmbarek;Clay;2;13;0.005;0.061;0.648;0.494;0.498;0.45;0.446;0.314;0.526;65;15;-;0
Yasutaka Uchiyama;Clay;5;9;0.061;0.034;0.606;0.654;0.544;0.634;0.426;0.295;0.625;94;14;185;275
Yasutaka Uchiyama;Hard;95;86;0.1;0.027;0.635;0.729;0.56;0.625;0.375;0.284;0.552;1074;181;185;275
Yecong He;Clay;3;7;0.036;0.018;0.679;0.648;0.609;0.7;0.396;0.301;0.48;53;10;526;9
Yecong He;Hard;13;25;0.037;0.034;0.666;0.618;0.522;0.561;0.415;0.321;0.541;224;38;526;9
Yen Hsun Lu;Grass;21;9;0.068;0.032;0.654;0.742;0.601;0.678;0.413;0.274;0.563;179;30;532;8
Yen Hsun Lu;Hard;115;70;0.074;0.04;0.606;0.741;0.599;0.621;0.419;0.302;0.585;1255;185;532;8
Yibing Wu;Hard;22;22;0.064;0.029;0.618;0.69;0.543;0.579;0.391;0.297;0.534;261;44;306;105
Yong Kyu Lim;Hard;10;9;0.085;0.038;0.599;0.723;0.561;0.577;0.39;0.288;0.554;123;19;-;0
Yoshihito Nishioka;Clay;20;18;0.014;0.023;0.62;0.632;0.538;0.563;0.473;0.342;0.602;300;38;75;701
Yoshihito Nishioka;Grass;3;7;0.011;0.032;0.616;0.641;0.504;0.5;0.39;0.221;0.585;59;10;75;701
Yoshihito Nishioka;Hard;135;74;0.028;0.028;0.621;0.671;0.576;0.589;0.433;0.316;0.624;1637;209;75;701
Yosuke Watanuki;Hard;43;26;0.084;0.051;0.572;0.72;0.553;0.592;0.437;0.348;0.584;558;69;194;263
Young Seok Kim;Hard;6;18;0.045;0.048;0.579;0.646;0.539;0.59;0.335;0.291;0.585;155;24;-;0
Youssef Hossam;Hard;13;9;0.059;0.035;0.618;0.712;0.581;0.669;0.426;0.312;0.5;136;22;406;29
Yshai Oliel;Clay;4;7;0.044;0.022;0.61;0.629;0.521;0.46;0.434;0.32;0.485;53;11;-;0
Yuanfeng Li;Hard;5;14;0.024;0.037;0.662;0.598;0.522;0.539;0.457;0.299;0.576;94;19;-;0
Yuichi Ito;Hard;7;15;0.049;0.035;0.621;0.67;0.498;0.552;0.338;0.303;0.502;136;22;-;0
Yuichi Sugita;Clay;8;15;0.032;0.03;0.625;0.633;0.524;0.574;0.403;0.3;0.543;139;23;145;370
Yuichi Sugita;Grass;22;16;0.059;0.025;0.653;0.716;0.576;0.604;0.433;0.292;0.556;247;38;145;370
Yuichi Sugita;Hard;114;91;0.051;0.029;0.601;0.694;0.56;0.597;0.419;0.298;0.576;1412;205;145;370
Yuki Bhambri;Grass;8;9;0.028;0.044;0.665;0.686;0.563;0.582;0.447;0.29;0.594;114;17;137;420
Yuki Bhambri;Hard;119;59;0.037;0.038;0.652;0.68;0.585;0.591;0.436;0.346;0.598;1451;178;137;420
Yunseong Chung;Hard;49;39;0.051;0.036;0.597;0.69;0.569;0.604;0.379;0.324;0.605;730;88;274;143
Yusuke Takahashi;Hard;25;44;0.045;0.043;0.533;0.691;0.527;0.569;0.385;0.295;0.558;416;69;326;78
Yusuke Watanuki;Hard;8;16;0.061;0.044;0.557;0.669;0.539;0.532;0.387;0.3;0.545;124;24;-;0
Yuta Shimizu;Hard;10;10;0.037;0.039;0.59;0.655;0.537;0.593;0.448;0.322;0.566;134;20;487;13
Yuuya Kibi;Hard;58;50;0.055;0.043;0.606;0.681;0.556;0.597;0.428;0.326;0.582;713;108;564;6
Zdenek Kolar;Clay;43;41;0.047;0.044;0.571;0.665;0.517;0.555;0.44;0.374;0.594;712;84;209;238
Zdenek Kolar;Hard;20;20;0.094;0.054;0.567;0.72;0.576;0.619;0.455;0.251;0.598;200;40;209;238
Ze Zhang;Clay;17;18;0.051;0.053;0.652;0.648;0.567;0.571;0.491;0.337;0.587;234;35;208;246
Ze Zhang;Hard;102;80;0.07;0.047;0.642;0.692;0.563;0.617;0.443;0.324;0.588;1254;182;208;246
Zhe Li;Hard;58;72;0.049;0.025;0.654;0.672;0.559;0.567;0.412;0.295;0.562;805;130;277;140
Zhizhen Zhang;Clay;11;14;0.048;0.026;0.612;0.671;0.543;0.608;0.365;0.328;0.579;200;25;360;56
Zhizhen Zhang;Hard;17;33;0.085;0.041;0.595;0.675;0.518;0.538;0.379;0.284;0.532;269;50;360;56
Zhuoyang Qiu;Hard;2;10;0.04;0.07;0.559;0.554;0.508;0.412;0.438;0.217;0.483;32;12;-;0
Zihao Xia;Hard;27;29;0.044;0.033;0.637;0.658;0.551;0.585;0.386;0.273;0.556;295;56;354;58
Zizou Bergs;Clay;8;7;0.048;0.024;0.69;0.658;0.537;0.639;0.379;0.321;0.601;103;15;418;26
Zizou Bergs;Hard;10;10;0.066;0.039;0.637;0.687;0.556;0.594;0.407;0.282;0.59;135;20;418;26
Zsombor Piros;Clay;17;12;0.045;0.034;0.587;0.638;0.55;0.553;0.43;0.347;0.621;228;29;338;67
Zsombor Piros;Hard;13;10;0.05;0.035;0.588;0.665;0.548;0.614;0.42;0.318;0.579;176;23;338;67
Thibault Jaray;Hard;0;0;0.05;0.120;0.500;0.450;0.350;0.500;0.300;0.300;0.200;0;0;0;0
Thibault Jaray;Clay;0;0;0.05;0.120;0.500;0.450;0.350;0.500;0.300;0.300;0.200;0;0;0;0
Thibault Jaray;Grass;0;0;0.05;0.120;0.500;0.450;0.350;0.500;0.300;0.300;0.200;0;0;0;0
