PLAYER;SURFACE;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Hyeon Chung;Hard;131;64;0.054;0.037;0.623;0.708;0.575;0.593;0.441;0.329;0.61;1525;195;25;1585
Igor Sijsling;Clay;26;31;0.047;0.033;0.579;0.687;0.524;0.548;0.466;0.33;0.57;380;57;424;24
Igor Sijsling;Grass;5;11;0.057;0.036;0.634;0.728;0.59;0.644;0.276;0.255;0.5;87;16;424;24
Igor Sijsling;Hard;60;60;0.082;0.034;0.591;0.751;0.533;0.613;0.38;0.291;0.577;839;120;424;24
Ilija Bozoljac;Clay;4;8;0.106;0.049;0.566;0.736;0.55;0.667;0.329;0.3;0.471;73;12;-;0
Ilija Bozoljac;Hard;21;20;0.149;0.059;0.592;0.752;0.581;0.644;0.379;0.284;0.517;243;41;-;0
Ilija Vucic;Clay;6;8;0.039;0.054;0.548;0.665;0.56;0.575;0.408;0.295;0.598;76;14;-;0
Illya Marchenko;Clay;9;11;0.053;0.053;0.557;0.71;0.51;0.553;0.393;0.317;0.542;168;20;393;36
Illya Marchenko;Grass;6;13;0.076;0.037;0.6;0.733;0.558;0.625;0.333;0.267;0.491;126;19;393;36
Illya Marchenko;Hard;117;83;0.072;0.05;0.588;0.731;0.582;0.631;0.412;0.296;0.57;1389;200;393;36
Ilya Ivashka;Clay;13;15;0.053;0.04;0.624;0.685;0.505;0.596;0.492;0.341;0.562;179;28;91;622
Ilya Ivashka;Hard;86;54;0.078;0.035;0.613;0.726;0.557;0.607;0.414;0.316;0.578;1030;140;91;622
Inigo Cervantes Huegun;Clay;101;82;0.078;0.046;0.518;0.726;0.537;0.595;0.415;0.317;0.563;1339;183;515;10
Inigo Cervantes Huegun;Hard;17;28;0.107;0.056;0.513;0.767;0.543;0.569;0.382;0.261;0.554;262;45;515;10
Isak Arvidsson;Clay;7;14;0.083;0.043;0.621;0.69;0.567;0.511;0.379;0.295;0.551;140;21;-;0
Isak Arvidsson;Hard;7;7;0.09;0.056;0.573;0.74;0.536;0.607;0.382;0.245;0.582;89;14;-;0
Issei Okamura;Hard;6;13;0.045;0.048;0.592;0.662;0.563;0.527;0.333;0.273;0.566;123;19;-;0
Ivan Dodig;Clay;14;17;0.081;0.038;0.594;0.688;0.556;0.568;0.393;0.305;0.523;201;31;-;0
Ivan Dodig;Hard;55;52;0.115;0.048;0.597;0.756;0.561;0.598;0.394;0.302;0.549;748;107;-;0
Ivan Endara;Clay;16;27;0.047;0.037;0.605;0.675;0.529;0.621;0.433;0.281;0.554;203;43;-;0
Ivan Endara;Hard;10;12;0.058;0.035;0.584;0.715;0.551;0.612;0.43;0.242;0.585;107;22;-;0
Ivan Gakhov;Clay;16;22;0.052;0.042;0.599;0.647;0.541;0.571;0.391;0.34;0.568;304;38;397;35
Ivan Gakhov;Hard;6;13;0.075;0.039;0.63;0.668;0.583;0.623;0.33;0.254;0.589;97;19;397;35
Ivan Nedelko;Clay;12;30;0.032;0.036;0.547;0.612;0.507;0.513;0.429;0.312;0.552;254;42;409;29
Ivan Nedelko;Hard;4;23;0.049;0.048;0.517;0.657;0.513;0.538;0.329;0.271;0.532;152;27;409;29
Ivan Sabanov;Hard;2;9;0.009;0.071;0.643;0.576;0.49;0.555;0.51;0.287;0.559;51;11;-;0
Ivo Karlovic;Clay;20;25;0.207;0.041;0.67;0.821;0.602;0.686;0.289;0.189;0.455;152;45;100;589
Ivo Karlovic;Grass;30;19;0.261;0.051;0.665;0.839;0.671;0.734;0.288;0.199;0.446;198;49;100;589
Ivo Karlovic;Hard;97;76;0.255;0.052;0.648;0.836;0.658;0.758;0.308;0.207;0.451;636;173;100;589
Ivo Klec;Clay;3;11;0.029;0.024;0.597;0.611;0.543;0.568;0.358;0.281;0.556;81;14;-;0
Ivo Klec;Hard;3;9;0.071;0.032;0.572;0.657;0.527;0.552;0.362;0.312;0.49;69;12;-;0
Ivo Minar;Clay;4;6;0.074;0.039;0.559;0.661;0.6;0.516;0.49;0.282;0.584;51;10;-;0
J J Wolf;Hard;15;13;0.107;0.049;0.542;0.756;0.544;0.619;0.376;0.301;0.606;181;28;364;53
Jack Mingjie Lin;Hard;3;10;0.044;0.061;0.528;0.682;0.54;0.512;0.5;0.299;0.562;66;13;-;0
Jack Sock;Clay;35;24;0.058;0.047;0.577;0.735;0.59;0.628;0.401;0.301;0.523;419;59;106;540
Jack Sock;Grass;10;10;0.081;0.056;0.588;0.749;0.671;0.739;0.362;0.217;0.524;105;20;106;540
Jack Sock;Hard;110;72;0.089;0.053;0.592;0.747;0.603;0.619;0.392;0.273;0.555;1171;182;106;540
Jackson J Withrow;Hard;5;8;0.095;0.055;0.58;0.712;0.638;0.631;0.361;0.257;0.534;72;13;-;0
Jacob Grills;Hard;22;32;0.044;0.035;0.637;0.648;0.542;0.57;0.456;0.33;0.533;349;54;411;28
Jake Delaney;Hard;6;15;0.062;0.063;0.592;0.677;0.539;0.56;0.441;0.284;0.535;111;21;-;0
James Duckworth;Clay;16;11;0.079;0.042;0.562;0.747;0.602;0.705;0.347;0.259;0.554;167;27;234;206
James Duckworth;Grass;6;10;0.099;0.03;0.587;0.722;0.589;0.59;0.347;0.243;0.561;95;16;234;206
James Duckworth;Hard;95;57;0.113;0.038;0.55;0.763;0.582;0.659;0.4;0.293;0.553;980;152;234;206
James Frawley;Hard;11;13;0.033;0.076;0.588;0.688;0.555;0.576;0.373;0.286;0.593;158;24;-;0
James Marsalek;Hard;3;7;0.042;0.072;0.582;0.641;0.536;0.542;0.426;0.302;0.63;61;10;-;0
James Mcgee;Clay;35;24;0.046;0.051;0.631;0.666;0.539;0.545;0.451;0.357;0.589;443;59;-;0
James Mcgee;Grass;9;5;0.093;0.057;0.583;0.764;0.579;0.627;0.384;0.291;0.54;86;14;-;0
James Mcgee;Hard;57;55;0.078;0.056;0.587;0.701;0.564;0.581;0.444;0.321;0.574;750;112;-;0
James Ward;Clay;16;20;0.055;0.033;0.622;0.684;0.508;0.569;0.39;0.324;0.531;236;36;186;273
James Ward;Grass;10;22;0.089;0.033;0.627;0.705;0.566;0.59;0.286;0.226;0.506;133;32;186;273
James Ward;Hard;82;64;0.108;0.041;0.589;0.733;0.568;0.601;0.408;0.284;0.574;877;146;186;273
Jan Choinski;Clay;15;21;0.033;0.039;0.612;0.633;0.519;0.498;0.461;0.319;0.587;245;36;292;128
Jan Choinski;Hard;16;21;0.049;0.028;0.642;0.656;0.519;0.561;0.404;0.289;0.55;223;37;292;128
Jan Hajek;Clay;10;11;0.036;0.027;0.667;0.659;0.551;0.601;0.441;0.292;0.627;118;21;-;0
Jan Hajek;Hard;2;8;0.087;0.036;0.673;0.643;0.483;0.392;0.486;0.243;0.539;37;10;-;0
Jan Hernych;Clay;8;12;0.049;0.029;0.584;0.675;0.532;0.6;0.428;0.308;0.545;138;20;-;0
Jan Hernych;Grass;6;7;0.065;0.031;0.663;0.702;0.553;0.627;0.38;0.296;0.559;71;13;-;0
Jan Hernych;Hard;27;19;0.077;0.039;0.623;0.715;0.558;0.605;0.379;0.279;0.584;319;46;-;0
Jan Lennard Struff;Clay;75;52;0.083;0.048;0.543;0.744;0.569;0.6;0.424;0.317;0.561;876;127;57;875
Jan Lennard Struff;Grass;5;15;0.125;0.051;0.571;0.793;0.558;0.653;0.274;0.236;0.483;113;20;57;875
Jan Lennard Struff;Hard;100;78;0.107;0.048;0.563;0.769;0.573;0.619;0.4;0.271;0.556;1077;178;57;875
Jan Mertl;Clay;20;37;0.067;0.04;0.594;0.699;0.536;0.608;0.374;0.306;0.538;348;57;-;0
Jan Mertl;Hard;19;29;0.122;0.034;0.633;0.756;0.55;0.631;0.341;0.244;0.542;255;48;-;0
Jan Satral;Clay;57;50;0.054;0.041;0.559;0.699;0.531;0.593;0.437;0.354;0.56;806;107;372;48
Jan Satral;Hard;25;30;0.087;0.05;0.585;0.718;0.54;0.65;0.398;0.308;0.546;354;55;372;48
Janko Tipsarevic;Clay;25;16;0.067;0.034;0.547;0.742;0.541;0.611;0.405;0.318;0.596;301;41;-;0
Janko Tipsarevic;Grass;3;7;0.084;0.037;0.569;0.712;0.57;0.547;0.353;0.248;0.533;51;10;-;0
Janko Tipsarevic;Hard;18;14;0.072;0.044;0.526;0.739;0.547;0.601;0.392;0.314;0.589;268;32;-;0
Jared Donaldson;Clay;25;25;0.047;0.042;0.53;0.703;0.553;0.539;0.407;0.298;0.557;337;50;111;520
Jared Donaldson;Grass;7;10;0.071;0.047;0.515;0.736;0.549;0.633;0.38;0.261;0.521;100;17;111;520
Jared Donaldson;Hard;96;86;0.075;0.045;0.527;0.748;0.579;0.596;0.383;0.28;0.583;1250;182;111;520
Jared Hiltzik;Hard;45;40;0.1;0.035;0.589;0.743;0.513;0.6;0.401;0.302;0.551;561;85;356;58
Jarkko Nieminen;Clay;14;16;0.035;0.032;0.628;0.698;0.502;0.617;0.409;0.29;0.55;203;30;-;0
Jarkko Nieminen;Grass;5;6;0.064;0.022;0.709;0.715;0.57;0.569;0.377;0.212;0.609;69;11;-;0
Jarkko Nieminen;Hard;25;26;0.045;0.029;0.641;0.692;0.537;0.608;0.403;0.281;0.579;350;51;-;0
Jarmere Jenkins;Hard;17;16;0.046;0.038;0.63;0.68;0.582;0.615;0.369;0.284;0.598;236;33;-;0
Jaroslav Pospisil;Clay;21;28;0.044;0.055;0.551;0.679;0.548;0.558;0.419;0.319;0.597;365;49;-;0
Jaroslav Pospisil;Hard;4;9;0.077;0.062;0.528;0.755;0.565;0.608;0.509;0.244;0.601;53;13;-;0
Jarryd Chaplin;Hard;6;12;0.09;0.084;0.615;0.72;0.514;0.549;0.417;0.241;0.513;60;18;-;0
Jason Jung;Clay;9;6;0.068;0.034;0.638;0.71;0.571;0.576;0.366;0.306;0.513;93;15;121;470
Jason Jung;Grass;5;8;0.054;0.042;0.694;0.69;0.597;0.595;0.382;0.25;0.573;68;13;121;470
Jason Jung;Hard;106;94;0.055;0.045;0.615;0.694;0.566;0.589;0.392;0.315;0.573;1426;200;121;470
Jason Kubler;Clay;32;30;0.052;0.08;0.57;0.701;0.587;0.56;0.415;0.345;0.595;499;62;113;516
Jason Kubler;Hard;46;19;0.065;0.063;0.613;0.727;0.6;0.586;0.463;0.324;0.597;473;65;113;516
Jaume Munar;Clay;44;39;0.038;0.028;0.643;0.669;0.52;0.581;0.431;0.337;0.558;587;83;81;663
Jaume Munar;Hard;23;25;0.068;0.035;0.618;0.709;0.564;0.612;0.434;0.303;0.573;311;48;81;663
Javier Barranco Cosano;Clay;4;6;0.028;0.053;0.638;0.628;0.509;0.625;0.485;0.368;0.557;68;10;429;24
Javier Marti;Clay;12;17;0.016;0.032;0.615;0.625;0.537;0.544;0.449;0.371;0.585;225;29;-;0
Jay Clarke;Clay;10;6;0.034;0.042;0.61;0.643;0.595;0.6;0.383;0.357;0.585;141;16;233;213
Jay Clarke;Grass;4;11;0.051;0.04;0.537;0.742;0.586;0.62;0.385;0.227;0.498;52;15;233;213
Jay Clarke;Hard;20;18;0.054;0.041;0.558;0.693;0.564;0.559;0.365;0.304;0.582;274;38;233;213
Jc Aragone;Hard;36;34;0.069;0.04;0.625;0.668;0.567;0.586;0.398;0.307;0.556;483;70;254;171
Jeevan Nedunchezhiyan;Hard;14;30;0.064;0.058;0.575;0.671;0.581;0.521;0.391;0.274;0.505;202;44;-;0
Jelle Sels;Clay;18;11;0.06;0.031;0.52;0.698;0.549;0.591;0.43;0.328;0.61;186;29;314;95
Jelle Sels;Hard;5;7;0.083;0.044;0.545;0.715;0.532;0.636;0.431;0.3;0.528;72;12;314;95
Jenson Brooksby;Hard;5;8;0.01;0.023;0.673;0.585;0.471;0.585;0.544;0.318;0.59;68;13;-;0
Jeremy Beale;Hard;4;7;0.042;0.052;0.654;0.694;0.55;0.705;0.4;0.279;0.567;55;11;517;10
Jeremy Chardy;Clay;42;38;0.075;0.045;0.615;0.706;0.555;0.578;0.397;0.313;0.555;585;80;40;1050
Jeremy Chardy;Grass;22;14;0.139;0.041;0.651;0.797;0.611;0.697;0.319;0.238;0.54;216;36;40;1050
Jeremy Chardy;Hard;85;80;0.112;0.059;0.605;0.765;0.588;0.642;0.399;0.269;0.552;992;165;40;1050
Jeremy Jahn;Clay;35;34;0.035;0.045;0.596;0.672;0.565;0.583;0.405;0.338;0.623;571;69;379;43
Jeremy Jahn;Hard;19;24;0.064;0.043;0.591;0.713;0.559;0.609;0.385;0.279;0.532;239;43;379;43
Jerzy Janowicz;Clay;21;24;0.076;0.061;0.615;0.726;0.582;0.597;0.381;0.28;0.542;291;45;-;0
Jerzy Janowicz;Grass;9;8;0.082;0.061;0.64;0.757;0.56;0.728;0.37;0.238;0.512;108;17;-;0
Jerzy Janowicz;Hard;58;48;0.124;0.058;0.615;0.761;0.586;0.635;0.378;0.255;0.528;633;106;-;0
Jesse Huta Galung;Clay;20;19;0.068;0.05;0.559;0.701;0.533;0.571;0.417;0.339;0.555;242;39;-;0
Jesse Huta Galung;Hard;12;20;0.086;0.057;0.593;0.712;0.507;0.558;0.372;0.29;0.54;199;32;-;0
Jesse Witten;Hard;10;8;0.088;0.049;0.579;0.706;0.565;0.441;0.483;0.324;0.569;118;18;-;0
Ji Hoon Son;Hard;7;5;0.046;0.067;0.58;0.667;0.548;0.549;0.424;0.31;0.626;85;12;456;17
Ji Sung Nam;Hard;16;15;0.039;0.032;0.681;0.67;0.542;0.585;0.415;0.324;0.62;253;31;366;51
Jie Cui;Hard;4;8;0.031;0.041;0.614;0.627;0.525;0.48;0.422;0.29;0.544;64;12;657;1
Jimmy Wang;Grass;5;5;0.052;0.036;0.652;0.682;0.588;0.609;0.324;0.253;0.589;74;10;-;0
Jimmy Wang;Hard;64;52;0.05;0.034;0.603;0.696;0.574;0.581;0.432;0.322;0.576;785;116;-;0
Jirat Navasirisomboon;Hard;4;7;0.022;0.051;0.685;0.626;0.528;0.474;0.532;0.275;0.607;47;11;-;0
Jiri Vesely;Clay;80;54;0.077;0.046;0.635;0.715;0.589;0.623;0.437;0.312;0.56;962;134;89;629
Jiri Vesely;Grass;17;12;0.105;0.034;0.676;0.738;0.615;0.719;0.344;0.23;0.523;180;29;89;629
Jiri Vesely;Hard;60;65;0.095;0.057;0.63;0.727;0.593;0.616;0.369;0.27;0.535;794;125;89;629
Joao Domingues;Clay;50;45;0.02;0.021;0.665;0.638;0.523;0.585;0.426;0.357;0.58;755;95;224;223
Joao Menezes;Clay;10;12;0.028;0.038;0.604;0.656;0.59;0.583;0.419;0.309;0.551;160;22;398;35
Joao Menezes;Hard;8;10;0.051;0.022;0.69;0.649;0.53;0.614;0.435;0.304;0.566;115;18;398;35
Joao Monteiro;Clay;4;12;0.026;0.033;0.627;0.612;0.517;0.559;0.495;0.33;0.536;95;16;402;31
Joao Pedro Sorgi;Clay;56;57;0.05;0.043;0.608;0.683;0.567;0.579;0.429;0.315;0.588;767;113;625;3
Joao Sousa;Clay;57;55;0.039;0.026;0.612;0.695;0.522;0.576;0.401;0.324;0.534;818;112;44;1017
Joao Sousa;Grass;12;16;0.05;0.018;0.658;0.725;0.552;0.655;0.339;0.272;0.52;189;28;44;1017
Joao Sousa;Hard;77;88;0.049;0.031;0.597;0.707;0.541;0.582;0.384;0.288;0.538;1147;165;44;1017
Joao Souza;Clay;128;110;0.077;0.03;0.632;0.724;0.57;0.635;0.404;0.304;0.551;1519;238;400;33
Joao Souza;Hard;23;22;0.084;0.037;0.631;0.721;0.551;0.617;0.421;0.263;0.56;228;45;400;33
Joe Salisbury;Hard;6;13;0.067;0.062;0.606;0.665;0.552;0.569;0.408;0.272;0.538;103;19;-;0
Joffrey De Schepper;Hard;5;11;0.078;0.037;0.627;0.699;0.496;0.617;0.477;0.272;0.533;65;16;-;0
Johan Sebastien Tatlot;Clay;18;17;0.047;0.062;0.607;0.666;0.538;0.569;0.396;0.348;0.576;280;35;269;151
Johan Sebastien Tatlot;Hard;5;6;0.051;0.056;0.604;0.652;0.584;0.483;0.51;0.33;0.569;51;11;269;151
Johannes Haerteis;Clay;7;11;0.042;0.081;0.598;0.675;0.557;0.613;0.436;0.305;0.616;117;18;387;40
Johannes Haerteis;Hard;11;6;0.057;0.073;0.644;0.738;0.632;0.708;0.468;0.281;0.551;79;17;387;40
John Isner;Clay;36;25;0.199;0.02;0.696;0.791;0.61;0.761;0.251;0.228;0.426;287;61;10;3155
John Isner;Grass;24;11;0.269;0.02;0.733;0.817;0.611;0.722;0.375;0.201;0.476;160;35;10;3155
John Isner;Hard;127;72;0.232;0.027;0.687;0.801;0.62;0.717;0.306;0.224;0.475;952;199;10;3155
John Lamble;Hard;4;9;0.033;0.06;0.596;0.653;0.559;0.594;0.378;0.318;0.55;74;13;-;0
John Millman;Clay;18;16;0.042;0.029;0.623;0.648;0.567;0.577;0.492;0.345;0.566;252;34;38;1083
John Millman;Grass;13;14;0.041;0.02;0.647;0.691;0.545;0.564;0.412;0.267;0.562;177;27;38;1083
John Millman;Hard;116;66;0.058;0.022;0.621;0.703;0.576;0.59;0.451;0.327;0.585;1370;182;38;1083
John Patrick Smith;Clay;5;5;0.038;0.019;0.694;0.63;0.519;0.565;0.466;0.309;0.561;58;10;193;264
John Patrick Smith;Grass;20;21;0.088;0.021;0.693;0.721;0.578;0.68;0.384;0.272;0.52;219;41;193;264
John Patrick Smith;Hard;107;98;0.08;0.029;0.655;0.709;0.553;0.64;0.385;0.304;0.561;1442;205;193;264
Jonas Luetjen;Clay;10;6;0.062;0.052;0.636;0.712;0.589;0.629;0.436;0.304;0.649;110;16;-;0
Jonathan Eysseric;Clay;44;48;0.061;0.053;0.57;0.688;0.525;0.579;0.431;0.338;0.564;631;92;-;0
Jonathan Eysseric;Hard;12;34;0.078;0.057;0.572;0.676;0.517;0.539;0.384;0.308;0.513;281;46;-;0
Jonathan Mridha;Clay;7;9;0.037;0.031;0.629;0.66;0.58;0.645;0.5;0.32;0.578;88;16;-;0
Jonny Omara;Grass;5;6;0.088;0.078;0.549;0.77;0.562;0.603;0.537;0.273;0.569;41;11;-;0
Jordan Thompson;Clay;25;19;0.062;0.027;0.642;0.713;0.558;0.568;0.414;0.307;0.523;295;44;72;715
Jordan Thompson;Grass;14;17;0.078;0.029;0.641;0.723;0.554;0.605;0.351;0.287;0.566;191;31;72;715
Jordan Thompson;Hard;135;83;0.068;0.033;0.628;0.702;0.557;0.608;0.444;0.332;0.583;1557;218;72;715
Jordi Samper Montana;Clay;65;73;0.03;0.034;0.634;0.64;0.508;0.533;0.447;0.349;0.614;1056;138;413;28
Jordi Samper Montana;Hard;4;15;0.051;0.057;0.572;0.657;0.519;0.538;0.424;0.31;0.59;125;19;413;28
Jorge Brian Panta Herreros;Clay;2;8;0.049;0.045;0.547;0.614;0.518;0.544;0.388;0.267;0.546;49;10;-;0
Jorge Montero;Clay;9;13;0.045;0.054;0.566;0.689;0.562;0.589;0.477;0.288;0.615;109;22;-;0
Joris De Loore;Clay;33;25;0.08;0.035;0.598;0.722;0.546;0.604;0.474;0.33;0.566;397;58;303;115
Joris De Loore;Hard;53;35;0.117;0.036;0.619;0.769;0.55;0.63;0.399;0.279;0.549;531;88;303;115
Jose Checa Calvo;Clay;1;9;0.038;0.031;0.606;0.613;0.467;0.632;0.288;0.265;0.539;59;10;-;0
Jose Fco Vidal Azorin;Hard;5;5;0.026;0.044;0.691;0.641;0.529;0.6;0.459;0.298;0.614;61;10;-;0
Jose Fernando Carvajal Torres;Clay;2;8;0.028;0.103;0.529;0.568;0.507;0.45;0.448;0.228;0.481;29;10;-;0
Jose Hernandez;Clay;96;84;0.025;0.037;0.683;0.645;0.567;0.569;0.427;0.326;0.588;1317;180;267;152
Jose Hernandez;Hard;16;23;0.036;0.038;0.677;0.649;0.544;0.569;0.41;0.308;0.578;256;39;267;152
Jose Olivares;Clay;4;9;0.062;0.035;0.623;0.667;0.517;0.544;0.387;0.25;0.552;62;13;-;0
Jose Pereira;Clay;17;34;0.036;0.034;0.666;0.632;0.536;0.584;0.4;0.319;0.535;335;51;664;1
Jose Rubin Statham;Clay;19;16;0.063;0.042;0.602;0.696;0.574;0.601;0.411;0.316;0.607;263;35;373;48
Jose Rubin Statham;Hard;42;53;0.067;0.037;0.635;0.685;0.564;0.548;0.401;0.291;0.559;568;95;373;48
Joshua Milton;Grass;8;7;0.044;0.035;0.607;0.66;0.57;0.543;0.452;0.28;0.542;73;15;-;0
Joshua Milton;Hard;15;15;0.035;0.056;0.537;0.665;0.524;0.553;0.419;0.299;0.563;210;30;-;0
Josselin Ouanna;Hard;5;6;0.122;0.042;0.583;0.773;0.596;0.689;0.386;0.218;0.544;44;11;-;0
Jo-Wilfried Tsonga;Clay;33;17;0.078;0.025;0.634;0.741;0.57;0.635;0.383;0.302;0.531;379;50;239;200
Jo-Wilfried Tsonga;Grass;13;6;0.143;0.029;0.659;0.822;0.599;0.708;0.335;0.28;0.5;173;19;239;200
Jo-Wilfried Tsonga;Hard;99;48;0.134;0.036;0.599;0.798;0.585;0.685;0.371;0.28;0.517;985;147;239;200
Jozef Kovalik;Clay;108;80;0.042;0.028;0.601;0.689;0.572;0.606;0.425;0.33;0.568;1375;188;85;638
Jozef Kovalik;Hard;26;41;0.056;0.037;0.601;0.7;0.562;0.625;0.394;0.264;0.548;391;67;85;638
Juan Carlos Saez;Clay;11;23;0.022;0.034;0.646;0.597;0.508;0.537;0.442;0.342;0.569;224;34;-;0
Juan Ignacio Galarza;Clay;32;35;0.047;0.046;0.61;0.682;0.535;0.582;0.444;0.321;0.561;453;67;472;15
Juan Ignacio Londero;Clay;139;95;0.037;0.043;0.574;0.691;0.581;0.61;0.438;0.331;0.589;1751;234;118;491
Juan Ignacio Londero;Hard;18;20;0.045;0.051;0.578;0.677;0.542;0.57;0.467;0.291;0.605;229;38;118;491
Juan Lizariturry;Clay;6;12;0.036;0.038;0.595;0.643;0.489;0.545;0.553;0.305;0.562;85;18;-;0
Juan Manuel Lopez;Clay;4;7;0.026;0.056;0.617;0.589;0.512;0.391;0.371;0.286;0.647;62;11;-;0
Juan Martin del Potro;Clay;17;8;0.089;0.022;0.663;0.728;0.543;0.585;0.366;0.319;0.558;205;25;5;5300
Juan Martin del Potro;Grass;10;5;0.131;0.03;0.659;0.777;0.595;0.61;0.32;0.25;0.587;150;15;5;5300
Juan Martin del Potro;Hard;99;33;0.114;0.028;0.645;0.77;0.569;0.611;0.402;0.288;0.558;943;132;5;5300
Juan Monaco;Clay;39;31;0.02;0.017;0.727;0.628;0.575;0.562;0.43;0.326;0.584;574;70;-;0
Juan Monaco;Hard;19;21;0.034;0.02;0.699;0.647;0.547;0.551;0.376;0.305;0.566;343;40;-;0
Juan Pablo Ficovich;Clay;28;30;0.044;0.025;0.632;0.638;0.543;0.604;0.375;0.345;0.583;485;58;523;10
Juan Pablo Paz;Clay;32;38;0.054;0.042;0.577;0.686;0.551;0.581;0.433;0.318;0.55;443;70;-;0
Juan Pablo Varillas;Clay;32;32;0.061;0.05;0.55;0.681;0.572;0.576;0.419;0.318;0.592;446;64;350;60
Juan Sebastian Gomez;Clay;14;18;0.027;0.074;0.646;0.6;0.524;0.532;0.46;0.343;0.633;237;32;-;0
Jui Chen Hung;Hard;3;12;0.025;0.037;0.677;0.603;0.537;0.517;0.453;0.253;0.529;64;15;-;0
Jules Marie;Clay;2;8;0.021;0.058;0.63;0.589;0.493;0.522;0.407;0.374;0.581;86;10;-;0
Jules Marie;Hard;7;11;0.048;0.03;0.672;0.659;0.587;0.58;0.362;0.262;0.548;94;18;-;0
Jules Okala;Clay;6;4;0.044;0.061;0.642;0.698;0.58;0.5;0.446;0.373;0.731;92;10;501;11
Julian Lenz;Clay;11;15;0.073;0.065;0.563;0.721;0.543;0.533;0.364;0.301;0.543;176;26;395;35
Julian Lenz;Hard;7;7;0.078;0.042;0.6;0.712;0.599;0.584;0.344;0.266;0.538;90;14;395;35
Julian Ocleppo;Clay;3;14;0.046;0.046;0.622;0.627;0.499;0.45;0.337;0.296;0.526;95;17;-;0
Julian Reister;Clay;23;19;0.014;0.039;0.735;0.625;0.564;0.593;0.435;0.371;0.616;398;42;-;0
Julien Benneteau;Clay;14;20;0.07;0.038;0.626;0.676;0.545;0.562;0.376;0.306;0.506;242;34;-;0
Julien Benneteau;Grass;13;11;0.113;0.044;0.646;0.742;0.565;0.593;0.356;0.253;0.566;163;24;-;0
Julien Benneteau;Hard;75;56;0.106;0.045;0.61;0.742;0.563;0.64;0.388;0.282;0.562;903;131;-;0
Julien Cagnina;Clay;10;11;0.029;0.068;0.624;0.647;0.563;0.551;0.385;0.364;0.574;208;21;-;0
Julien Dubail;Hard;6;9;0.086;0.046;0.576;0.698;0.528;0.552;0.387;0.28;0.575;93;15;-;0
Julien Obry;Clay;6;8;0.032;0.036;0.582;0.656;0.544;0.636;0.4;0.289;0.547;80;14;-;0
Jumpei Yamasaki;Hard;9;15;0.044;0.02;0.644;0.637;0.499;0.569;0.427;0.309;0.523;131;24;618;3
Jung Woong Na;Hard;5;8;0.015;0.044;0.679;0.618;0.53;0.537;0.419;0.332;0.629;117;13;-;0
Jurabek Karimov;Hard;6;21;0.058;0.06;0.584;0.647;0.549;0.457;0.355;0.283;0.514;155;27;-;0
Jurgen Melzer;Clay;25;26;0.046;0.037;0.625;0.665;0.561;0.607;0.43;0.323;0.559;363;51;288;133
Jurgen Melzer;Grass;6;7;0.053;0.032;0.665;0.687;0.589;0.614;0.294;0.28;0.563;109;13;288;133
Jurgen Melzer;Hard;37;32;0.055;0.038;0.664;0.692;0.548;0.581;0.39;0.286;0.569;487;69;288;133
Jurgen Zopp;Clay;57;43;0.05;0.033;0.595;0.697;0.563;0.597;0.397;0.322;0.558;712;100;143;372
Jurgen Zopp;Hard;60;47;0.09;0.036;0.609;0.734;0.577;0.575;0.379;0.284;0.541;628;107;143;372
Jurij Rodionov;Clay;21;8;0.049;0.043;0.61;0.665;0.54;0.594;0.424;0.32;0.621;243;29;217;229
Jurij Rodionov;Hard;27;13;0.093;0.034;0.63;0.725;0.574;0.672;0.457;0.273;0.54;230;40;217;229
Kaichi Uchida;Clay;6;8;0.035;0.049;0.587;0.701;0.562;0.438;0.343;0.35;0.489;99;14;282;137
Kaichi Uchida;Hard;35;48;0.067;0.053;0.571;0.729;0.558;0.577;0.397;0.278;0.583;534;83;282;137
Kaito Uesugi;Hard;10;13;0.044;0.044;0.602;0.65;0.505;0.488;0.414;0.308;0.573;145;23;-;0
Kamil Majchrzak;Clay;52;45;0.041;0.033;0.581;0.673;0.541;0.557;0.471;0.365;0.589;750;97;177;293
Kamil Majchrzak;Hard;31;25;0.064;0.037;0.602;0.701;0.542;0.613;0.44;0.326;0.596;391;56;177;293
Karen Khachanov;Clay;48;33;0.07;0.036;0.562;0.715;0.563;0.593;0.406;0.325;0.551;641;81;11;2835
Karen Khachanov;Grass;10;4;0.125;0.035;0.654;0.731;0.532;0.65;0.427;0.262;0.563;103;14;11;2835
Karen Khachanov;Hard;85;68;0.114;0.038;0.603;0.759;0.568;0.633;0.398;0.282;0.55;944;153;11;2835
Karim Mohamed Maamoun;Clay;5;11;0.027;0.054;0.631;0.639;0.473;0.515;0.382;0.313;0.555;110;16;438;21
Karim Mohamed Maamoun;Hard;13;13;0.041;0.041;0.64;0.677;0.56;0.663;0.479;0.256;0.613;144;26;438;21
Karue Sell;Hard;10;8;0.075;0.043;0.591;0.734;0.587;0.563;0.442;0.314;0.575;138;18;437;21
