 PLAYER ; SURFACE ; Rank ; Points ; Games_Played ; W ; L ;   Ace_Pct   ;   Df_Pct   ;   1st_Serve_Pct   ;   1st_Serve_Won_Pct   ;   2nd_Serve_Won_Pct   ;   Break_Pt_Saved_Pct   ;   Break_Pt_Won_Pct   ;   1st_Serve_Return_Won_Pct   ;   2nd_Serve_Return_Won_Pct   
 Aron Hiltzik ; Hard ; - ; -   ; 22,00 ; 10,00 ; 12,00 ; 0,05 ; 0,05 ; 0,55 ; 0,68 ; 0,55 ; 0,58 ; 0,42 ; 0,31 ; 0,52 
 Daniele Capecchi ; Clay ; - ; -   ; 10,00 ; 5,00 ; 5,00 ; 0,02 ; 0,07 ; 0,63 ; 0,66 ; 0,52 ; 0,45 ; 0,47 ; 0,36 ; 0,63 
 Anis Ghorbel ; Carpet ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,17 ; 0,11 ; 0,44 ; 0,88 ; 0,38 ; 0,40 ; 1,00 ; 0,11 ; 0,30 
 Josh Hagar Hagar ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,09 ; 0,45 ; 0,62 ; 0,37 ; 0,62 ; 0,25 ; 0,26 ; 0,57 
 Henri Squire ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,05 ; 0,03 ; 0,51 ; 0,62 ; 0,26 ; 0,23 ; 0,43 ; 0,31 ; 0,47 
 Josh Hagar Hagar ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,06 ; 0,04 ; 0,53 ; 0,66 ; 0,56 ; 0,56 ; 0,29 ; 0,31 ; 0,52 
 Denys Klok ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,07 ; 0,64 ; 0,71 ; 0,56 ; 0,67 ;  -    ; 0,19 ; 0,61 
 Bogdan Borza ; Hard ; - ; -   ; 1,00 ; 1,00 ; -   ; 0,14 ; 0,02 ; 0,67 ; 0,83 ; 0,50 ; 0,80 ; 0,40 ; 0,50 ; 0,63 
 Bogdan Borza ; Clay ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,01 ; 0,08 ; 0,56 ; 0,59 ; 0,46 ; 0,50 ; 0,28 ; 0,28 ; 0,57 
 Juan Bautista Otegui ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,01 ; 0,11 ; 0,56 ; 0,57 ; 0,48 ; 0,36 ; 0,80 ; 0,46 ; 0,43 
 Kuzey Cekirge ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,04 ; 0,56 ; 0,50 ; 0,39 ; 0,36 ; 0,63 ; 0,36 ; 1,06 
 Finn Bass ; Grass ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,08 ; 0,07 ; 0,56 ; 0,71 ; 0,48 ; 0,55 ; 0,42 ; 0,31 ; 0,67 
 Francesco Ferrari ; Clay ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,03 ; 0,06 ; 0,59 ; 0,63 ; 0,54 ; 0,44 ; 0,44 ; 0,27 ; 0,62 
 Francesco Ferrari ; Hard ; - ; -   ; 13,00 ; 2,00 ; 11,00 ; 0,02 ; 0,02 ; 0,69 ; 0,62 ; 0,52 ; 0,50 ; 0,39 ; 0,32 ; 0,54 
 Nuno Deus ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,04 ; 0,05 ; 0,56 ; 0,62 ; 0,68 ; 0,54 ; 0,52 ; 0,31 ; 0,58 
 Gabriel Decamps ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,05 ; 0,11 ; 0,55 ; 0,65 ; 0,63 ; 0,62 ; 0,30 ; 0,38 ; 0,49 
 Yanki Erel ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,14 ; 0,64 ; 0,66 ; 0,50 ; 0,50 ;  -    ; 0,20 ; 0,44 
 Amaury Delmas ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,10 ; 0,52 ; 0,58 ; 0,39 ; 0,55 ; 1,00 ; 0,22 ; 0,38 
 Ilya Vasilyev ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,12 ; 0,06 ; 0,51 ; 0,61 ; 0,57 ; 0,53 ; 0,32 ; 0,43 ; 0,46 
 Ilya Vasilyev ; Clay ; - ; -   ; 9,00 ; 5,00 ; 4,00 ; 0,03 ; 0,10 ; 0,55 ; 0,70 ; 0,57 ; 0,58 ; 0,50 ; 0,35 ; 0,55 
 Timur Khabibulin ; Clay ; - ; -   ; 9,00 ; 3,00 ; 6,00 ; 0,04 ; 0,08 ; 0,56 ; 0,67 ; 0,57 ; 0,51 ; 0,45 ; 0,32 ; 0,48 
 Timur Khabibulin ; Hard ; - ; -   ; 35,00 ; 12,00 ; 23,00 ; 0,07 ; 0,08 ; 0,58 ; 0,68 ; 0,55 ; 0,52 ; 0,39 ; 0,31 ; 0,54 
 Sung Hun Kim ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,03 ; 0,67 ; 0,46 ; 0,56 ; 0,71 ;  -    ; 0,23 ; 0,31 
 Franco Moral ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,09 ; 0,51 ; 0,44 ; 0,41 ; 0,39 ; 0,13 ; 0,26 ; 0,53 
 Palaphoom Kovapitukted ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,01 ; 0,05 ; 0,61 ; 0,53 ; 0,44 ; 0,44 ; 0,50 ; 0,23 ; 0,60 
 Palaphoom Kovapitukted ; Clay ; - ; -   ; 1,00 ; 1,00 ; -   ; 0,04 ; 0,04 ; 0,49 ; 0,70 ; 0,77 ;  -    ; 0,50 ; 0,41 ; 0,41 
 Jan Zielinski ; Clay ; - ; -   ; 5,00 ; 3,00 ; 2,00 ; 0,05 ; 0,05 ; 0,56 ; 0,61 ; 0,56 ; 0,50 ; 0,56 ; 0,37 ; 0,68 
 Javier Naser ; Clay ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,01 ; 0,05 ; 0,70 ; 0,60 ; 0,46 ; 0,48 ; 0,50 ; 0,25 ; 0,44 
 Nicolas Bianchi ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,02 ; 0,10 ; 0,59 ; 0,66 ; 0,51 ; 0,36 ; 0,50 ; 0,39 ; 0,50 
 Jan Oliver Sadlowski ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,04 ; 0,57 ; 0,63 ; 0,22 ; 0,29 ;  -    ; 0,10 ; 0,36 
 Jan Oliver Sadlowski ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,02 ; 0,63 ; 0,52 ; 0,38 ;  -    ;  -    ; 0,21 ; 0,20 
 Anze Arh ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,08 ; 0,51 ; 0,60 ; 0,66 ; 0,60 ; 0,42 ; 0,38 ; 0,50 
 Zhicheng Zhu ; Hard ; - ; -   ; 7,00 ; 1,00 ; 6,00 ; 0,06 ; 0,07 ; 0,61 ; 0,57 ; 0,53 ; 0,47 ; 0,25 ; 0,20 ; 0,50 
 Lucas Bouquet ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,05 ; 0,53 ; 0,70 ; 0,46 ; 0,40 ;  -    ; 0,09 ; 0,54 
 Alexander Braun ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,06 ; 0,64 ; 0,80 ; 0,58 ; 0,50 ; 0,24 ; 0,35 ; 0,58 
 Rui Xuan Wang ; Clay ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,05 ; 0,07 ; 0,57 ; 0,56 ; 0,59 ; 0,48 ; 0,14 ; 0,24 ; 0,31 
 Rui Xuan Wang ; Hard ; - ; -   ; 7,00 ; 1,00 ; 6,00 ; 0,05 ; 0,08 ; 0,53 ; 0,55 ; 0,56 ; 0,52 ; 0,53 ; 0,27 ; 0,40 
 Carlos Sanchez Jover ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,02 ; 0,64 ; 0,52 ; 0,60 ; 0,33 ; 0,15 ; 0,31 ; 0,66 
 Sharmal Dissanayake ; Clay ; - ; -   ; 1,00 ; 1,00 ; -   ; 0,02 ; 0,08 ; 0,70 ; 0,57 ; 0,60 ; 0,29 ; 0,70 ; 0,54 ; 0,54 
 Sharmal Dissanayake ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,05 ; 0,04 ; 0,64 ; 0,62 ; 0,45 ; 0,66 ; 0,39 ; 0,26 ; 0,63 
 Paul Cayre ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,04 ; 0,05 ; 0,41 ; 0,55 ; 0,43 ; 0,50 ; 0,41 ; 0,38 ; 0,42 
 Isa Mammetgulyyev ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,06 ; 0,46 ; 0,44 ; 0,46 ; 0,44 ;  -    ; 0,11 ; 0,27 
 Giacomo Dambrosi ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,05 ; 0,60 ; 0,69 ; 0,55 ; 0,50 ;  -    ; 0,14 ; 0,47 
 Eduardo Lacalle ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,06 ; 0,61 ; 0,50 ; 0,44 ; 0,58 ; 0,50 ; 0,31 ; 0,56 
 Punn Bodhidatta ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,03 ; 0,11 ; 0,54 ; 0,60 ; 0,44 ; 0,41 ; 0,33 ; 0,28 ; 0,69 
 Nicolas Bruna ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,10 ; 0,52 ; 0,45 ; 0,53 ; 0,42 ; 0,67 ; 0,15 ; 0,95 
 Gabriel Petit ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,02 ; 0,49 ; 0,52 ; 0,38 ; 0,29 ;  -    ; 0,19 ; 0,14 
 Gabriel Petit ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,05 ; 0,59 ; 0,55 ; 0,46 ; 0,44 ; 0,50 ; 0,28 ; 0,52 
 Jarryd Chaplin ; Clay ; - ; -   ; 6,00 ; 2,00 ; 4,00 ; 0,06 ; 0,06 ; 0,61 ; 0,62 ; 0,60 ; 0,66 ; 0,33 ; 0,28 ; 0,60 
 Jarryd Chaplin ; Hard ; - ; -   ; 18,00 ; 6,00 ; 12,00 ; 0,09 ; 0,08 ; 0,62 ; 0,72 ; 0,51 ; 0,55 ; 0,42 ; 0,24 ; 0,51 
 Michal Marko ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,08 ; 0,15 ; 0,47 ; 0,77 ; 0,48 ; 0,75 ; 0,25 ; 0,18 ; 0,57 
 Cosmin Ontica ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,08 ; 0,06 ; 0,57 ; 0,61 ; 0,56 ; 0,64 ; 0,33 ; 0,19 ; 0,65 
 Masayoshi Ono ; Hard ; - ; -   ; 4,00 ; -   ; 4,00 ; 0,10 ; 0,03 ; 0,62 ; 0,70 ; 0,49 ; 0,71 ; 0,38 ; 0,25 ; 0,42 
 Alexis Canter ; Grass ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,04 ; 0,03 ; 0,66 ; 0,64 ; 0,46 ; 0,50 ; 0,33 ; 0,23 ; 0,47 
 Iouri Sant Syromolotov Netrebin ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,08 ; 0,12 ; 0,54 ; 0,70 ; 0,46 ; 0,37 ; 0,53 ; 0,39 ; 0,46 
 Alexis Canter ; Hard ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,04 ; 0,02 ; 0,56 ; 0,67 ; 0,65 ; 0,47 ; 0,47 ; 0,25 ; 0,55 
 Vlad Andrei Dancu ; Clay ; - ; -   ; 4,00 ; 2,00 ; 2,00 ; 0,04 ; 0,02 ; 0,53 ; 0,64 ; 0,50 ; 0,54 ; 0,49 ; 0,34 ; 0,67 
 Chanchai Sookton Eng ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,02 ; 0,06 ; 0,47 ; 0,69 ; 0,51 ; 0,30 ; 0,38 ; 0,28 ; 0,53 
 Washi Gervais ; Hard ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,03 ; 0,06 ; 0,64 ; 0,66 ; 0,51 ; 0,57 ; 0,46 ; 0,29 ; 0,50 
 Cengiz Aksu ; Hard ; - ; -   ; 5,00 ; 2,00 ; 3,00 ; 0,03 ; 0,09 ; 0,59 ; 0,66 ; 0,59 ; 0,56 ; 0,50 ; 0,36 ; 0,67 
 Hyeong Jin Cho ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,07 ; 0,58 ; 0,60 ; 0,33 ; 0,43 ;  -    ; 0,10 ; 0,24 
 Harrison Scott ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,11 ; 0,60 ; 0,44 ; 0,63 ; 0,40 ;  -    ; 0,22 ; 0,39 
 Juan Pablo Canas Garcia ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,02 ; 0,04 ; 0,69 ; 0,61 ; 0,45 ; 0,54 ; 0,43 ; 0,35 ; 0,66 
 Yankel Zemel ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,04 ; 0,02 ; 0,61 ; 0,72 ; 0,63 ; 0,56 ; 0,43 ; 0,31 ; 0,38 
 Juan Pablo Canas Garcia ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,01 ; 0,04 ; 0,61 ; 0,50 ; 0,29 ; 0,50 ; 0,36 ; 0,35 ; 0,63 
 Marek Gengel ; Hard ; - ; -   ; 8,00 ; 3,00 ; 5,00 ; 0,07 ; 0,04 ; 0,63 ; 0,67 ; 0,47 ; 0,54 ; 0,43 ; 0,35 ; 0,55 
 Nathan Seateun ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,09 ; 0,63 ; 0,68 ; 0,59 ; 0,71 ;  -    ; 0,09 ; 0,54 
 Akram El Sallaly ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,04 ; 0,64 ; 0,51 ; 0,61 ; 0,20 ;  -    ; 0,15 ; 0,50 
 Abdulhamid Mubarak ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,02 ; 0,66 ; 0,52 ; 0,61 ; 0,67 ; 0,33 ; 0,22 ; 0,60 
 Marek Jaloviec ; Grass ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,03 ; 0,07 ; 0,72 ; 0,65 ; 0,54 ; 0,36 ; 0,60 ; 0,24 ; 0,43 
 Joshua Sapwell ; Grass ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,09 ; 0,03 ; 0,57 ; 0,73 ; 0,58 ; 0,63 ; 0,42 ; 0,35 ; 0,57 
 Marek Gengel ; Clay ; - ; -   ; 15,00 ; 4,00 ; 11,00 ; 0,10 ; 0,06 ; 0,55 ; 0,72 ; 0,47 ; 0,56 ; 0,44 ; 0,30 ; 0,59 
 Marek Jaloviec ; Clay ; - ; -   ; 20,00 ; 5,00 ; 15,00 ; 0,03 ; 0,08 ; 0,57 ; 0,62 ; 0,54 ; 0,48 ; 0,39 ; 0,31 ; 0,52 
 Marek Jaloviec ; Hard ; - ; -   ; 24,00 ; 11,00 ; 13,00 ; 0,07 ; 0,05 ; 0,64 ; 0,70 ; 0,57 ; 0,62 ; 0,40 ; 0,25 ; 0,55 
 Mirko Cutuli ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,01 ; 0,09 ; 0,60 ; 0,65 ; 0,43 ; 0,35 ; 0,50 ; 0,23 ; 0,51 
 David O'Hare ; Grass ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,09 ; 0,04 ; 0,67 ; 0,72 ; 0,57 ; 0,73 ; 0,25 ; 0,29 ; 0,47 
 Mirko Cutuli ; Hard ; - ; -   ; 4,00 ; 2,00 ; 2,00 ; 0,07 ; 0,04 ; 0,61 ; 0,71 ; 0,55 ; 0,40 ; 0,31 ; 0,25 ; 0,59 
 David O'Hare ; Hard ; - ; -   ; 14,00 ; 3,00 ; 11,00 ; 0,08 ; 0,10 ; 0,61 ; 0,70 ; 0,58 ; 0,60 ; 0,34 ; 0,28 ; 0,52 
 Jassem Al Zeyara ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,07 ; 0,64 ; 0,27 ; 0,44 ; 0,41 ; 1,00 ; 0,14 ; 0,32 
 Mateusz Smolicki ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,10 ; 0,53 ; 0,52 ; 0,40 ; 0,29 ;  -    ;  -    ; 0,37 
 Facundo Alvo ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,07 ; 0,59 ; 0,57 ; 0,58 ; 0,63 ;  -    ; 0,24 ; 0,32 
 George Botezan ; Clay ; - ; -   ; 6,00 ; 2,00 ; 4,00 ; 0,04 ; 0,06 ; 0,56 ; 0,68 ; 0,51 ; 0,49 ; 0,40 ; 0,31 ; 0,51 
 Lucas Vuradin ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,06 ; 0,03 ; 0,68 ; 0,65 ; 0,60 ; 0,45 ; 0,17 ; 0,18 ; 0,57 
 Manfred Fellin ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,03 ; 0,66 ; 0,35 ; 0,46 ;  -    ;  -    ; 0,32 ; 0,33 
 Yshai Oliel ; Clay ; - ; -   ; 11,00 ; 4,00 ; 7,00 ; 0,04 ; 0,02 ; 0,61 ; 0,63 ; 0,52 ; 0,46 ; 0,43 ; 0,32 ; 0,49 
 Joel Popov ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,04 ; 0,66 ; 0,59 ; 0,60 ; 0,44 ; 0,43 ; 0,23 ; 0,54 
 Yshai Oliel ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,04 ; 0,05 ; 0,58 ; 0,61 ; 0,56 ; 0,61 ; 0,19 ; 0,25 ; 0,57 
 Piotr Grynkowski ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,04 ; 0,09 ; 0,59 ; 0,67 ; 0,49 ; 0,64 ; 0,82 ; 0,34 ; 0,57 
 Jack Mingjie Lin ; Hard ; - ; -   ; 13,00 ; 3,00 ; 10,00 ; 0,04 ; 0,06 ; 0,53 ; 0,68 ; 0,54 ; 0,51 ; 0,50 ; 0,30 ; 0,56 
 Valentin Nourrissat ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,12 ; 0,51 ; 0,67 ; 0,47 ; 0,43 ; 0,25 ; 0,28 ; 0,27 
 Luis Faria ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,03 ; 0,69 ; 0,56 ; 0,42 ; 0,42 ; 0,33 ; 0,43 ; 0,48 
 Jake Delaney ; Hard ; - ; -   ; 21,00 ; 6,00 ; 15,00 ; 0,06 ; 0,06 ; 0,59 ; 0,68 ; 0,54 ; 0,56 ; 0,44 ; 0,28 ; 0,54 
 Isaac Stoute ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,07 ; 0,09 ; 0,48 ; 0,69 ; 0,55 ; 0,52 ; 0,46 ; 0,21 ; 0,56 
 Karol Drzewiecki ; Clay ; - ; -   ; 6,00 ; 1,00 ; 5,00 ; 0,05 ; 0,09 ; 0,58 ; 0,66 ; 0,53 ; 0,50 ; 0,42 ; 0,23 ; 0,57 
 Karol Drzewiecki ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,11 ; 0,08 ; 0,57 ; 0,69 ; 0,63 ; 0,63 ; 0,50 ; 0,23 ; 0,39 
 Stefan Merunka ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,08 ; 0,34 ; 0,50 ; 0,48 ; 0,44 ;  -    ; 0,19 ; 0,46 
 Eduardo Russi ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,02 ; 0,05 ; 0,62 ; 0,49 ; 0,33 ; 0,43 ; 0,13 ; 0,18 ; 0,48 
 Eduardo Russi ; Clay ; - ; -   ; 6,00 ; -   ; 6,00 ; 0,02 ; 0,08 ; 0,61 ; 0,51 ; 0,44 ; 0,48 ; 0,27 ; 0,19 ; 0,42 
 Stefan Merunka ; Hard ; - ; -   ; 6,00 ; 1,00 ; 5,00 ; 0,03 ; 0,09 ; 0,48 ; 0,58 ; 0,44 ; 0,42 ; 0,44 ; 0,26 ; 0,51 
 Kazuma Kawachi ; Hard ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,01 ; 0,03 ; 0,68 ; 0,57 ; 0,51 ; 0,48 ; 0,50 ; 0,28 ; 0,64 
 Paul Woerner ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,14 ; 0,53 ; 0,50 ; 0,57 ; 0,46 ; 0,75 ; 0,35 ; 0,50 
 David Damian Brna ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,01 ; 0,05 ; 0,54 ; 0,49 ; 0,44 ; 0,32 ; 0,43 ; 0,33 ; 0,83 
 David Damian Brna ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,05 ; 0,12 ; 0,51 ; 0,73 ; 0,52 ; 0,50 ; 0,25 ; 0,17 ; 0,44 
 Dylan Gee ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,05 ; 0,57 ; 0,76 ; 0,40 ;  -    ; 0,33 ; 0,15 ; 0,39 
 Vasil Kirkov ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,03 ; 0,03 ; 0,62 ; 0,60 ; 0,51 ; 0,36 ; 0,32 ; 0,27 ; 0,64 
 Milan Drinic ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,04 ; 0,04 ; 0,62 ; 0,67 ; 0,67 ; 0,69 ; 0,12 ; 0,29 ; 0,53 
 Bernardo Saraiva ; Hard ; - ; -   ; 6,00 ; -   ; 6,00 ; 0,02 ; 0,05 ; 0,55 ; 0,61 ; 0,51 ; 0,43 ; 0,23 ; 0,28 ; 0,52 
 Bernardo Saraiva ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,01 ; 0,06 ; 0,56 ; 0,67 ; 0,35 ; 0,33 ; 0,58 ; 0,48 ; 0,54 
 Edoardo Sardella ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,11 ; 0,58 ; 0,42 ; 0,36 ; 0,33 ; 1,00 ; 0,28 ; 0,69 
 Simohamed Hirs ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,03 ; 0,04 ; 0,67 ; 0,55 ; 0,48 ; 0,44 ; 0,26 ; 0,30 ; 0,58 
 Alberto Lim ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,03 ; 0,05 ; 0,62 ; 0,60 ; 0,61 ; 0,47 ; 0,52 ; 0,37 ; 0,74 
 Patrik Nema ; Clay ; - ; -   ; 5,00 ; 2,00 ; 3,00 ; 0,06 ; 0,07 ; 0,53 ; 0,70 ; 0,54 ; 0,55 ; 0,40 ; 0,31 ; 0,58 
 Alberto Lim ; Hard ; - ; -   ; 5,00 ; 2,00 ; 3,00 ; 0,07 ; 0,06 ; 0,63 ; 0,63 ; 0,63 ; 0,53 ; 0,43 ; 0,31 ; 0,58 
 Patrik Nema ; Hard ; - ; -   ; 10,00 ; 3,00 ; 7,00 ; 0,09 ; 0,07 ; 0,60 ; 0,76 ; 0,57 ; 0,62 ; 0,32 ; 0,26 ; 0,50 
 Ameur Ben Hassen ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,03 ; 0,61 ; 0,55 ; 0,64 ; 0,79 ; 1,00 ; 0,22 ; 0,38 
 Johann Willems ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,15 ; 0,37 ; 0,59 ; 0,59 ; 0,43 ;  -    ; 0,25 ; 0,33 
 Shi Hong Zeng ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,08 ; 0,65 ; 0,60 ; 0,46 ; 0,50 ; 0,75 ; 0,32 ; 0,58 
 Runhao Hua ; Hard ; - ; -   ; 8,00 ; 1,00 ; 7,00 ; 0,04 ; 0,05 ; 0,58 ; 0,64 ; 0,54 ; 0,57 ; 0,46 ; 0,28 ; 0,56 
 Shi Hong Zeng ; Hard ; - ; -   ; 8,00 ; 1,00 ; 7,00 ; 0,03 ; 0,05 ; 0,62 ; 0,58 ; 0,51 ; 0,57 ; 0,44 ; 0,27 ; 0,52 
 Runhao Hua ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,03 ; 0,01 ; 0,82 ; 0,61 ; 0,33 ; 0,17 ; 0,43 ; 0,27 ; 0,60 
 Quentin Folliot ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,04 ; 0,62 ; 0,63 ; 0,56 ;  -    ; 0,67 ; 0,11 ; 0,71 
 Felipe Martinez Sarrasague ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,03 ; 0,09 ; 0,62 ; 0,66 ; 0,49 ; 0,31 ; 0,43 ; 0,26 ; 0,39 
 Romain Barbosa ; Clay ; - ; -   ; 8,00 ; 1,00 ; 7,00 ; 0,02 ; 0,06 ; 0,53 ; 0,56 ; 0,47 ; 0,42 ; 0,55 ; 0,32 ; 0,53 
 Romain Barbosa ; Hard ; - ; -   ; 15,00 ; 6,00 ; 9,00 ; 0,04 ; 0,03 ; 0,58 ; 0,67 ; 0,55 ; 0,58 ; 0,41 ; 0,26 ; 0,55 
 Andre Biro ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,04 ; 0,62 ; 0,74 ; 0,32 ; 0,67 ;  -    ; 0,10 ; 0,44 
 Andre Biro ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,09 ; 0,45 ; 0,38 ; 0,41 ; 0,25 ; 0,50 ; 0,30 ; 0,50 
 Harry Skinner ; Grass ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,11 ; 0,05 ; 0,59 ; 0,73 ; 0,44 ; 0,79 ; 0,67 ; 0,21 ; 0,38 
 Roman Hassanov ; Clay ; - ; -   ; 9,00 ; 3,00 ; 6,00 ; 0,03 ; 0,05 ; 0,54 ; 0,62 ; 0,58 ; 0,44 ; 0,46 ; 0,29 ; 0,61 
 Roman Hassanov ; Hard ; - ; -   ; 16,00 ; 5,00 ; 11,00 ; 0,04 ; 0,05 ; 0,59 ; 0,64 ; 0,54 ; 0,50 ; 0,37 ; 0,26 ; 0,54 
 Kent Tagashira ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,04 ; 0,58 ; 0,68 ; 0,23 ; 0,67 ; 0,50 ; 0,24 ; 0,50 
 Kent Tagashira ; Clay ; - ; -   ; 3,00 ; -   ; 3,00 ;  -    ; 0,12 ; 0,47 ; 0,44 ; 0,36 ; 0,41 ;  -    ; 0,18 ; 0,24 
 Scott Browne ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,05 ; 0,59 ; 0,72 ; 0,27 ; 0,33 ; 1,00 ; 0,24 ; 0,48 
