 PLAYER ; SURFACE ; Rank ; Points ; Games_Played ; W ; L ;   Ace_Pct   ;   Df_Pct   ;   1st_Serve_Pct   ;   1st_Serve_Won_Pct   ;   2nd_Serve_Won_Pct   ;   Break_Pt_Saved_Pct   ;   Break_Pt_Won_Pct   ;   1st_Serve_Return_Won_Pct   ;   2nd_Serve_Return_Won_Pct   
 Frances Tiafoe ; Clay ; 39,00 ; 1.080,00 ; 55,00 ; 35,00 ; 20,00 ; 0,06 ; 0,03 ; 0,63 ; 0,69 ; 0,55 ; 0,58 ; 0,39 ; 0,30 ; 0,56 
 Frances Tiafoe ; Hard ; 39,00 ; 1.080,00 ; 155,00 ; 84,00 ; 71,00 ; 0,09 ; 0,04 ; 0,61 ; 0,72 ; 0,57 ; 0,63 ; 0,38 ; 0,28 ; 0,57 
 Jeremy Chardy ; Grass ; 40,00 ; 1.050,00 ; 36,00 ; 22,00 ; 14,00 ; 0,14 ; 0,04 ; 0,65 ; 0,80 ; 0,61 ; 0,70 ; 0,32 ; 0,24 ; 0,54 
 Jeremy Chardy ; Clay ; 40,00 ; 1.050,00 ; 80,00 ; 42,00 ; 38,00 ; 0,08 ; 0,05 ; 0,62 ; 0,71 ; 0,56 ; 0,58 ; 0,40 ; 0,31 ; 0,56 
 Jeremy Chardy ; Hard ; 40,00 ; 1.050,00 ; 165,00 ; 85,00 ; 80,00 ; 0,11 ; 0,06 ; 0,61 ; 0,77 ; 0,59 ; 0,64 ; 0,40 ; 0,27 ; 0,55 
 Martin Klizan ; Grass ; 41,00 ; 1.050,00 ; 9,00 ; 2,00 ; 7,00 ; 0,07 ; 0,03 ; 0,63 ; 0,72 ; 0,53 ; 0,64 ; 0,24 ; 0,24 ; 0,52 
 Martin Klizan ; Clay ; 41,00 ; 1.050,00 ; 135,00 ; 91,00 ; 44,00 ; 0,05 ; 0,04 ; 0,59 ; 0,69 ; 0,56 ; 0,60 ; 0,44 ; 0,34 ; 0,59 
 Martin Klizan ; Hard ; 41,00 ; 1.050,00 ; 111,00 ; 59,00 ; 52,00 ; 0,07 ; 0,05 ; 0,60 ; 0,70 ; 0,57 ; 0,60 ; 0,40 ; 0,28 ; 0,58 
 Adrian Mannarino ; Grass ; 42,00 ; 1.045,00 ; 63,00 ; 39,00 ; 24,00 ; 0,07 ; 0,03 ; 0,64 ; 0,71 ; 0,58 ; 0,63 ; 0,46 ; 0,28 ; 0,58 
 Adrian Mannarino ; Clay ; 42,00 ; 1.045,00 ; 47,00 ; 19,00 ; 28,00 ; 0,04 ; 0,03 ; 0,63 ; 0,65 ; 0,52 ; 0,54 ; 0,40 ; 0,32 ; 0,53 
 Adrian Mannarino ; Hard ; 42,00 ; 1.045,00 ; 235,00 ; 138,00 ; 97,00 ; 0,06 ; 0,03 ; 0,61 ; 0,71 ; 0,57 ; 0,61 ; 0,43 ; 0,30 ; 0,58 
 Nicolas Jarry ; Grass ; 43,00 ; 1.022,00 ; 5,00 ; 1,00 ; 4,00 ; 0,11 ; 0,03 ; 0,65 ; 0,71 ; 0,57 ; 0,62 ; 0,29 ; 0,25 ; 0,49 
 Nicolas Jarry ; Clay ; 43,00 ; 1.022,00 ; 165,00 ; 100,00 ; 65,00 ; 0,09 ; 0,04 ; 0,64 ; 0,73 ; 0,61 ; 0,64 ; 0,38 ; 0,29 ; 0,53 
 Nicolas Jarry ; Hard ; 43,00 ; 1.022,00 ; 59,00 ; 28,00 ; 31,00 ; 0,13 ; 0,04 ; 0,61 ; 0,76 ; 0,58 ; 0,65 ; 0,40 ; 0,25 ; 0,53 
 Joao Sousa ; Grass ; 44,00 ; 1.017,00 ; 28,00 ; 12,00 ; 16,00 ; 0,05 ; 0,02 ; 0,66 ; 0,73 ; 0,55 ; 0,66 ; 0,34 ; 0,27 ; 0,52 
 Joao Sousa ; Clay ; 44,00 ; 1.017,00 ; 112,00 ; 57,00 ; 55,00 ; 0,04 ; 0,03 ; 0,61 ; 0,70 ; 0,52 ; 0,58 ; 0,40 ; 0,32 ; 0,53 
 Joao Sousa ; Hard ; 44,00 ; 1.017,00 ; 165,00 ; 77,00 ; 88,00 ; 0,05 ; 0,03 ; 0,60 ; 0,71 ; 0,54 ; 0,58 ; 0,38 ; 0,29 ; 0,54 
 Malek Jaziri ; Carpet ; 45,00 ; 1.014,00 ; 2,00 ; 1,00 ; 1,00 ; 0,10 ; 0,04 ; 0,56 ; 0,83 ; 0,61 ; 0,67 ; 0,50 ; 0,26 ; 0,49 
 Malek Jaziri ; Grass ; 45,00 ; 1.014,00 ; 24,00 ; 7,00 ; 17,00 ; 0,05 ; 0,05 ; 0,54 ; 0,72 ; 0,54 ; 0,59 ; 0,40 ; 0,23 ; 0,52 
 Malek Jaziri ; Clay ; 45,00 ; 1.014,00 ; 55,00 ; 26,00 ; 29,00 ; 0,04 ; 0,03 ; 0,54 ; 0,69 ; 0,52 ; 0,62 ; 0,41 ; 0,31 ; 0,58 
 Malek Jaziri ; Hard ; 45,00 ; 1.014,00 ; 255,00 ; 143,00 ; 112,00 ; 0,06 ; 0,04 ; 0,53 ; 0,72 ; 0,55 ; 0,61 ; 0,39 ; 0,28 ; 0,56 
 Matthew Ebden ; Carpet ; 46,00 ; 1.001,00 ; 5,00 ; 3,00 ; 2,00 ; 0,08 ; 0,04 ; 0,68 ; 0,76 ; 0,67 ; 0,73 ; 0,30 ; 0,26 ; 0,58 
 Matthew Ebden ; Grass ; 46,00 ; 1.001,00 ; 56,00 ; 38,00 ; 18,00 ; 0,08 ; 0,06 ; 0,65 ; 0,76 ; 0,62 ; 0,59 ; 0,41 ; 0,31 ; 0,59 
 Matthew Ebden ; Clay ; 46,00 ; 1.001,00 ; 13,00 ; 4,00 ; 9,00 ; 0,09 ; 0,06 ; 0,63 ; 0,70 ; 0,48 ; 0,50 ; 0,38 ; 0,27 ; 0,46 
 Matthew Ebden ; Hard ; 46,00 ; 1.001,00 ; 176,00 ; 92,00 ; 84,00 ; 0,08 ; 0,06 ; 0,60 ; 0,72 ; 0,56 ; 0,59 ; 0,44 ; 0,31 ; 0,56 
 Damir Dzumhur ; Grass ; 47,00 ; 985,00 ; 13,00 ; 7,00 ; 6,00 ; 0,03 ; 0,04 ; 0,65 ; 0,66 ; 0,58 ; 0,60 ; 0,46 ; 0,28 ; 0,58 
 Damir Dzumhur ; Clay ; 47,00 ; 985,00 ; 153,00 ; 95,00 ; 58,00 ; 0,03 ; 0,02 ; 0,67 ; 0,65 ; 0,56 ; 0,59 ; 0,46 ; 0,38 ; 0,57 
 Damir Dzumhur ; Hard ; 47,00 ; 985,00 ; 160,00 ; 85,00 ; 75,00 ; 0,04 ; 0,04 ; 0,63 ; 0,66 ; 0,55 ; 0,57 ; 0,44 ; 0,32 ; 0,58 
 Dusan Lajovic ; Grass ; 48,00 ; 985,00 ; 15,00 ; 4,00 ; 11,00 ; 0,06 ; 0,02 ; 0,67 ; 0,68 ; 0,58 ; 0,64 ; 0,31 ; 0,21 ; 0,47 
 Dusan Lajovic ; Clay ; 48,00 ; 985,00 ; 165,00 ; 94,00 ; 71,00 ; 0,05 ; 0,02 ; 0,65 ; 0,70 ; 0,58 ; 0,64 ; 0,39 ; 0,31 ; 0,55 
 Dusan Lajovic ; Hard ; 48,00 ; 985,00 ; 126,00 ; 63,00 ; 63,00 ; 0,05 ; 0,02 ; 0,66 ; 0,69 ; 0,57 ; 0,60 ; 0,43 ; 0,27 ; 0,55 
 Taylor Fritz ; Grass ; 49,00 ; 974,00 ; 24,00 ; 9,00 ; 15,00 ; 0,10 ; 0,03 ; 0,60 ; 0,76 ; 0,51 ; 0,61 ; 0,38 ; 0,25 ; 0,51 
 Taylor Fritz ; Clay ; 49,00 ; 974,00 ; 16,00 ; 7,00 ; 9,00 ; 0,08 ; 0,03 ; 0,60 ; 0,67 ; 0,53 ; 0,62 ; 0,37 ; 0,30 ; 0,55 
 Taylor Fritz ; Hard ; 49,00 ; 974,00 ; 183,00 ; 116,00 ; 67,00 ; 0,11 ; 0,04 ; 0,58 ; 0,76 ; 0,56 ; 0,66 ; 0,39 ; 0,28 ; 0,59 
 Robin Haase ; Grass ; 50,00 ; 965,00 ; 30,00 ; 15,00 ; 15,00 ; 0,10 ; 0,03 ; 0,62 ; 0,73 ; 0,56 ; 0,65 ; 0,34 ; 0,25 ; 0,51 
 Robin Haase ; Clay ; 50,00 ; 965,00 ; 128,00 ; 72,00 ; 56,00 ; 0,06 ; 0,03 ; 0,60 ; 0,71 ; 0,55 ; 0,58 ; 0,40 ; 0,32 ; 0,56 
 Robin Haase ; Hard ; 50,00 ; 965,00 ; 145,00 ; 70,00 ; 75,00 ; 0,09 ; 0,04 ; 0,58 ; 0,74 ; 0,54 ; 0,59 ; 0,41 ; 0,28 ; 0,55 
 Sam Querrey ; Grass ; 51,00 ; 955,00 ; 47,00 ; 31,00 ; 16,00 ; 0,19 ; 0,03 ; 0,62 ; 0,82 ; 0,59 ; 0,71 ; 0,36 ; 0,26 ; 0,50 
 Sam Querrey ; Clay ; 51,00 ; 955,00 ; 47,00 ; 25,00 ; 22,00 ; 0,14 ; 0,04 ; 0,58 ; 0,79 ; 0,54 ; 0,62 ; 0,38 ; 0,28 ; 0,51 
 Sam Querrey ; Hard ; 51,00 ; 955,00 ; 173,00 ; 98,00 ; 75,00 ; 0,17 ; 0,05 ; 0,58 ; 0,80 ; 0,58 ; 0,63 ; 0,39 ; 0,27 ; 0,53 
 Benoit Paire ; Grass ; 52,00 ; 935,00 ; 25,00 ; 12,00 ; 13,00 ; 0,12 ; 0,05 ; 0,57 ; 0,75 ; 0,56 ; 0,67 ; 0,49 ; 0,30 ; 0,52 
 Benoit Paire ; Clay ; 52,00 ; 935,00 ; 94,00 ; 47,00 ; 47,00 ; 0,07 ; 0,05 ; 0,51 ; 0,71 ; 0,52 ; 0,58 ; 0,44 ; 0,35 ; 0,56 
 Benoit Paire ; Hard ; 52,00 ; 935,00 ; 186,00 ; 105,00 ; 81,00 ; 0,12 ; 0,06 ; 0,52 ; 0,77 ; 0,53 ; 0,61 ; 0,39 ; 0,31 ; 0,54 
 Mikhail Kukushkin ; Grass ; 53,00 ; 935,00 ; 21,00 ; 9,00 ; 12,00 ; 0,05 ; 0,01 ; 0,64 ; 0,68 ; 0,53 ; 0,70 ; 0,41 ; 0,30 ; 0,55 
 Mikhail Kukushkin ; Clay ; 53,00 ; 935,00 ; 80,00 ; 38,00 ; 42,00 ; 0,02 ; 0,02 ; 0,65 ; 0,64 ; 0,54 ; 0,61 ; 0,45 ; 0,31 ; 0,57 
 Mikhail Kukushkin ; Hard ; 53,00 ; 935,00 ; 185,00 ; 103,00 ; 82,00 ; 0,05 ; 0,02 ; 0,60 ; 0,69 ; 0,56 ; 0,62 ; 0,41 ; 0,28 ; 0,60 
 Matteo Berrettini ; Grass ; 54,00 ; 932,00 ; 8,00 ; 4,00 ; 4,00 ; 0,11 ; 0,02 ; 0,60 ; 0,77 ; 0,52 ; 0,62 ; 0,42 ; 0,27 ; 0,53 
 Matteo Berrettini ; Clay ; 54,00 ; 932,00 ; 46,00 ; 27,00 ; 19,00 ; 0,07 ; 0,02 ; 0,62 ; 0,74 ; 0,59 ; 0,65 ; 0,36 ; 0,30 ; 0,52 
 Matteo Berrettini ; Hard ; 54,00 ; 932,00 ; 90,00 ; 56,00 ; 34,00 ; 0,11 ; 0,02 ; 0,61 ; 0,77 ; 0,58 ; 0,66 ; 0,36 ; 0,29 ; 0,53 
 Pierre Hugues Herbert ; Grass ; 55,00 ; 903,00 ; 24,00 ; 12,00 ; 12,00 ; 0,11 ; 0,07 ; 0,59 ; 0,74 ; 0,60 ; 0,61 ; 0,35 ; 0,27 ; 0,51 
 Pierre Hugues Herbert ; Clay ; 55,00 ; 903,00 ; 46,00 ; 20,00 ; 26,00 ; 0,09 ; 0,04 ; 0,56 ; 0,75 ; 0,59 ; 0,64 ; 0,36 ; 0,29 ; 0,49 
 Pierre Hugues Herbert ; Hard ; 55,00 ; 903,00 ; 182,00 ; 111,00 ; 71,00 ; 0,14 ; 0,05 ; 0,57 ; 0,78 ; 0,60 ; 0,65 ; 0,36 ; 0,27 ; 0,53 
 Leonardo Mayer ; Grass ; 56,00 ; 895,00 ; 16,00 ; 9,00 ; 7,00 ; 0,09 ; 0,03 ; 0,64 ; 0,77 ; 0,60 ; 0,74 ; 0,30 ; 0,23 ; 0,51 
 Leonardo Mayer ; Clay ; 56,00 ; 895,00 ; 142,00 ; 85,00 ; 57,00 ; 0,07 ; 0,04 ; 0,62 ; 0,73 ; 0,60 ; 0,64 ; 0,36 ; 0,29 ; 0,55 
 Leonardo Mayer ; Hard ; 56,00 ; 895,00 ; 90,00 ; 42,00 ; 48,00 ; 0,10 ; 0,04 ; 0,62 ; 0,74 ; 0,59 ; 0,59 ; 0,38 ; 0,27 ; 0,53 
 Jan Lennard Struff ; Grass ; 57,00 ; 875,00 ; 20,00 ; 5,00 ; 15,00 ; 0,13 ; 0,05 ; 0,57 ; 0,79 ; 0,56 ; 0,65 ; 0,27 ; 0,24 ; 0,48 
 Jan Lennard Struff ; Clay ; 57,00 ; 875,00 ; 127,00 ; 75,00 ; 52,00 ; 0,08 ; 0,05 ; 0,54 ; 0,74 ; 0,57 ; 0,60 ; 0,42 ; 0,32 ; 0,56 
 Jan Lennard Struff ; Hard ; 57,00 ; 875,00 ; 178,00 ; 100,00 ; 78,00 ; 0,11 ; 0,05 ; 0,56 ; 0,77 ; 0,57 ; 0,62 ; 0,40 ; 0,27 ; 0,56 
 Guido Pella ; Grass ; 58,00 ; 860,00 ; 10,00 ; 4,00 ; 6,00 ; 0,09 ; 0,02 ; 0,66 ; 0,71 ; 0,58 ; 0,68 ; 0,27 ; 0,21 ; 0,55 
 Guido Pella ; Clay ; 58,00 ; 860,00 ; 193,00 ; 126,00 ; 67,00 ; 0,05 ; 0,03 ; 0,66 ; 0,69 ; 0,56 ; 0,63 ; 0,42 ; 0,33 ; 0,61 
 Guido Pella ; Hard ; 58,00 ; 860,00 ; 78,00 ; 33,00 ; 45,00 ; 0,07 ; 0,04 ; 0,65 ; 0,69 ; 0,58 ; 0,61 ; 0,41 ; 0,26 ; 0,57 
 Peter Gojowczyk ; Grass ; 59,00 ; 855,00 ; 24,00 ; 13,00 ; 11,00 ; 0,11 ; 0,04 ; 0,57 ; 0,75 ; 0,55 ; 0,64 ; 0,39 ; 0,26 ; 0,54 
 Peter Gojowczyk ; Clay ; 59,00 ; 855,00 ; 32,00 ; 10,00 ; 22,00 ; 0,07 ; 0,04 ; 0,54 ; 0,71 ; 0,49 ; 0,57 ; 0,38 ; 0,31 ; 0,49 
 Peter Gojowczyk ; Hard ; 59,00 ; 855,00 ; 184,00 ; 110,00 ; 74,00 ; 0,10 ; 0,04 ; 0,54 ; 0,77 ; 0,57 ; 0,59 ; 0,40 ; 0,30 ; 0,57 
 Marius Copil ; Carpet ; 60,00 ; 823,00 ; 2,00 ; 1,00 ; 1,00 ; 0,27 ; 0,05 ; 0,49 ; 0,88 ; 0,63 ; 0,67 ; 0,75 ; 0,20 ; 0,51 
 Marius Copil ; Grass ; 60,00 ; 823,00 ; 33,00 ; 20,00 ; 13,00 ; 0,14 ; 0,03 ; 0,62 ; 0,76 ; 0,62 ; 0,68 ; 0,33 ; 0,26 ; 0,49 
 Marius Copil ; Clay ; 60,00 ; 823,00 ; 56,00 ; 21,00 ; 35,00 ; 0,09 ; 0,04 ; 0,60 ; 0,71 ; 0,58 ; 0,61 ; 0,40 ; 0,28 ; 0,46 
 Marius Copil ; Hard ; 60,00 ; 823,00 ; 191,00 ; 115,00 ; 76,00 ; 0,15 ; 0,04 ; 0,58 ; 0,79 ; 0,59 ; 0,66 ; 0,38 ; 0,28 ; 0,53 
 Tennys Sandgren ; Grass ; 61,00 ; 814,00 ; 3,00 ; -   ; 3,00 ; 0,07 ; 0,03 ; 0,67 ; 0,65 ; 0,37 ; 0,61 ; 0,22 ; 0,20 ; 0,44 
 Tennys Sandgren ; Clay ; 61,00 ; 814,00 ; 51,00 ; 28,00 ; 23,00 ; 0,07 ; 0,03 ; 0,59 ; 0,71 ; 0,52 ; 0,60 ; 0,45 ; 0,32 ; 0,54 
 Tennys Sandgren ; Hard ; 61,00 ; 814,00 ; 141,00 ; 70,00 ; 71,00 ; 0,10 ; 0,03 ; 0,62 ; 0,73 ; 0,55 ; 0,64 ; 0,38 ; 0,28 ; 0,55 
 Ryan Harrison ; Carpet ; 62,00 ; 810,00 ; 2,00 ; 1,00 ; 1,00 ; 0,14 ; 0,02 ; 0,77 ; 0,90 ; 0,82 ;  -    ; 0,33 ; 0,21 ; 0,81 
 Ryan Harrison ; Grass ; 62,00 ; 810,00 ; 25,00 ; 8,00 ; 17,00 ; 0,11 ; 0,04 ; 0,61 ; 0,72 ; 0,56 ; 0,59 ; 0,35 ; 0,25 ; 0,52 
 Ryan Harrison ; Clay ; 62,00 ; 810,00 ; 35,00 ; 14,00 ; 21,00 ; 0,09 ; 0,05 ; 0,60 ; 0,71 ; 0,52 ; 0,59 ; 0,39 ; 0,28 ; 0,50 
 Ryan Harrison ; Hard ; 62,00 ; 810,00 ; 197,00 ; 114,00 ; 83,00 ; 0,09 ; 0,04 ; 0,60 ; 0,73 ; 0,58 ; 0,64 ; 0,41 ; 0,30 ; 0,55 
 Denis Kudla ; Carpet ; 63,00 ; 810,00 ; 2,00 ; 1,00 ; 1,00 ; 0,03 ; 0,02 ; 0,65 ; 0,68 ; 0,50 ; 0,17 ; 0,40 ; 0,26 ; 0,72 
 Denis Kudla ; Grass ; 63,00 ; 810,00 ; 49,00 ; 30,00 ; 19,00 ; 0,09 ; 0,04 ; 0,59 ; 0,75 ; 0,59 ; 0,66 ; 0,43 ; 0,30 ; 0,59 
 Denis Kudla ; Clay ; 63,00 ; 810,00 ; 46,00 ; 22,00 ; 24,00 ; 0,06 ; 0,04 ; 0,60 ; 0,67 ; 0,56 ; 0,62 ; 0,37 ; 0,31 ; 0,55 
 Denis Kudla ; Hard ; 63,00 ; 810,00 ; 219,00 ; 129,00 ; 90,00 ; 0,07 ; 0,05 ; 0,59 ; 0,70 ; 0,57 ; 0,60 ; 0,44 ; 0,30 ; 0,61 
 Feliciano Lopez ; Grass ; 64,00 ; 795,00 ; 44,00 ; 30,00 ; 14,00 ; 0,16 ; 0,04 ; 0,62 ; 0,82 ; 0,62 ; 0,68 ; 0,34 ; 0,24 ; 0,52 
 Feliciano Lopez ; Clay ; 64,00 ; 795,00 ; 73,00 ; 38,00 ; 35,00 ; 0,11 ; 0,03 ; 0,60 ; 0,74 ; 0,56 ; 0,64 ; 0,34 ; 0,29 ; 0,51 
 Feliciano Lopez ; Hard ; 64,00 ; 795,00 ; 155,00 ; 82,00 ; 73,00 ; 0,14 ; 0,05 ; 0,58 ; 0,77 ; 0,56 ; 0,69 ; 0,34 ; 0,27 ; 0,49 
 Albert Ramos ; Grass ; 65,00 ; 790,00 ; 12,00 ; 5,00 ; 7,00 ; 0,06 ; 0,03 ; 0,66 ; 0,69 ; 0,60 ; 0,69 ; 0,37 ; 0,25 ; 0,52 
 Albert Ramos ; Clay ; 65,00 ; 790,00 ; 223,00 ; 141,00 ; 82,00 ; 0,04 ; 0,03 ; 0,63 ; 0,68 ; 0,56 ; 0,60 ; 0,45 ; 0,33 ; 0,58 
 Albert Ramos ; Hard ; 65,00 ; 790,00 ; 104,00 ; 42,00 ; 62,00 ; 0,06 ; 0,04 ; 0,61 ; 0,70 ; 0,57 ; 0,62 ; 0,36 ; 0,26 ; 0,53 
 Stan Wawrinka ; Grass ; 66,00 ; 785,00 ; 26,00 ; 15,00 ; 11,00 ; 0,14 ; 0,03 ; 0,60 ; 0,79 ; 0,60 ; 0,64 ; 0,34 ; 0,25 ; 0,52 
 Stan Wawrinka ; Clay ; 66,00 ; 785,00 ; 61,00 ; 43,00 ; 18,00 ; 0,07 ; 0,02 ; 0,58 ; 0,74 ; 0,60 ; 0,65 ; 0,39 ; 0,31 ; 0,54 
 Stan Wawrinka ; Hard ; 66,00 ; 785,00 ; 171,00 ; 120,00 ; 51,00 ; 0,09 ; 0,03 ; 0,57 ; 0,75 ; 0,59 ; 0,66 ; 0,39 ; 0,28 ; 0,54 
 Aljaz Bedene ; Grass ; 67,00 ; 780,00 ; 21,00 ; 9,00 ; 12,00 ; 0,13 ; 0,03 ; 0,61 ; 0,75 ; 0,56 ; 0,63 ; 0,34 ; 0,23 ; 0,52 
 Aljaz Bedene ; Clay ; 67,00 ; 780,00 ; 124,00 ; 84,00 ; 40,00 ; 0,09 ; 0,03 ; 0,56 ; 0,74 ; 0,55 ; 0,60 ; 0,41 ; 0,35 ; 0,55 
 Aljaz Bedene ; Hard ; 67,00 ; 780,00 ; 112,00 ; 64,00 ; 48,00 ; 0,11 ; 0,04 ; 0,56 ; 0,75 ; 0,54 ; 0,62 ; 0,39 ; 0,29 ; 0,57 
 Andrey Rublev ; Carpet ; 68,00 ; 760,00 ; 1,00 ; -   ; 1,00 ; 0,13 ; 0,07 ; 0,59 ; 0,65 ; 0,60 ; 0,63 ; 0,20 ; 0,22 ; 0,54 
 Andrey Rublev ; Clay ; 68,00 ; 760,00 ; 68,00 ; 32,00 ; 36,00 ; 0,04 ; 0,03 ; 0,62 ; 0,69 ; 0,54 ; 0,62 ; 0,39 ; 0,32 ; 0,55 
 Andrey Rublev ; Hard ; 68,00 ; 760,00 ; 144,00 ; 77,00 ; 67,00 ; 0,08 ; 0,05 ; 0,58 ; 0,73 ; 0,55 ; 0,63 ; 0,39 ; 0,27 ; 0,59 
 Andrey Rublev ; Grass ; 68,00 ; 760,00 ; 6,00 ; 3,00 ; 3,00 ; 0,06 ; 0,03 ; 0,61 ; 0,71 ; 0,56 ; 0,58 ; 0,39 ; 0,30 ; 0,54 
 Mischa Zverev ; Grass ; 69,00 ; 750,00 ; 28,00 ; 16,00 ; 12,00 ; 0,10 ; 0,03 ; 0,66 ; 0,76 ; 0,57 ; 0,67 ; 0,36 ; 0,29 ; 0,54 
 Mischa Zverev ; Clay ; 69,00 ; 750,00 ; 67,00 ; 34,00 ; 33,00 ; 0,06 ; 0,02 ; 0,64 ; 0,68 ; 0,55 ; 0,61 ; 0,41 ; 0,34 ; 0,54 
 Mischa Zverev ; Hard ; 69,00 ; 750,00 ; 140,00 ; 68,00 ; 72,00 ; 0,07 ; 0,03 ; 0,63 ; 0,72 ; 0,55 ; 0,61 ; 0,41 ; 0,30 ; 0,54 
 Vasek Pospisil ; Clay ; 70,00 ; 716,00 ; 16,00 ; 1,00 ; 15,00 ; 0,07 ; 0,04 ; 0,59 ; 0,66 ; 0,51 ; 0,56 ; 0,39 ; 0,23 ; 0,47 
 Vasek Pospisil ; Hard ; 70,00 ; 716,00 ; 223,00 ; 129,00 ; 94,00 ; 0,12 ; 0,04 ; 0,58 ; 0,77 ; 0,58 ; 0,65 ; 0,38 ; 0,27 ; 0,53 
 Vasek Pospisil ; Grass ; 70,00 ; 716,00 ; 39,00 ; 21,00 ; 18,00 ; 0,12 ; 0,04 ; 0,61 ; 0,78 ; 0,60 ; 0,65 ; 0,36 ; 0,24 ; 0,51 
 Tomas Berdych ; Grass ; 71,00 ; 715,00 ; 34,00 ; 23,00 ; 11,00 ; 0,13 ; 0,03 ; 0,63 ; 0,81 ; 0,59 ; 0,66 ; 0,34 ; 0,26 ; 0,57 
 Tomas Berdych ; Clay ; 71,00 ; 715,00 ; 62,00 ; 40,00 ; 22,00 ; 0,07 ; 0,03 ; 0,57 ; 0,75 ; 0,57 ; 0,62 ; 0,44 ; 0,30 ; 0,54 
 Tomas Berdych ; Hard ; 71,00 ; 715,00 ; 191,00 ; 132,00 ; 59,00 ; 0,11 ; 0,04 ; 0,57 ; 0,78 ; 0,57 ; 0,65 ; 0,43 ; 0,29 ; 0,60 
 Jordan Thompson ; Carpet ; 72,00 ; 715,00 ; 2,00 ; -   ; 2,00 ; 0,11 ; 0,04 ; 0,55 ; 0,64 ; 0,54 ; 0,59 ; 0,22 ; 0,30 ; 0,36 
 Jordan Thompson ; Grass ; 72,00 ; 715,00 ; 31,00 ; 14,00 ; 17,00 ; 0,08 ; 0,03 ; 0,64 ; 0,72 ; 0,55 ; 0,61 ; 0,35 ; 0,29 ; 0,57 
 Jordan Thompson ; Clay ; 72,00 ; 715,00 ; 44,00 ; 25,00 ; 19,00 ; 0,06 ; 0,03 ; 0,64 ; 0,71 ; 0,56 ; 0,57 ; 0,41 ; 0,31 ; 0,52 
 Jordan Thompson ; Hard ; 72,00 ; 715,00 ; 218,00 ; 135,00 ; 83,00 ; 0,07 ; 0,03 ; 0,63 ; 0,70 ; 0,56 ; 0,61 ; 0,44 ; 0,33 ; 0,58 
 Roberto Carballes Baena ; Grass ; 73,00 ; 714,00 ; 2,00 ; -   ; 2,00 ; 0,03 ; 0,03 ; 0,54 ; 0,59 ; 0,51 ; 0,65 ; 0,25 ; 0,16 ; 0,56 
 Roberto Carballes Baena ; Clay ; 73,00 ; 714,00 ; 310,00 ; 180,00 ; 130,00 ; 0,03 ; 0,04 ; 0,63 ; 0,67 ; 0,56 ; 0,59 ; 0,45 ; 0,35 ; 0,60 
 Roberto Carballes Baena ; Hard ; 73,00 ; 714,00 ; 29,00 ; 13,00 ; 16,00 ; 0,03 ; 0,06 ; 0,59 ; 0,70 ; 0,55 ; 0,56 ; 0,37 ; 0,29 ; 0,55 
 Maximilian Marterer ; Carpet ; 74,00 ; 706,00 ; 2,00 ; -   ; 2,00 ; 0,11 ; 0,07 ; 0,54 ; 0,77 ; 0,57 ; 0,69 ;  -    ; 0,10 ; 0,40 
 Maximilian Marterer ; Grass ; 74,00 ; 706,00 ; 8,00 ; 3,00 ; 5,00 ; 0,12 ; 0,03 ; 0,65 ; 0,74 ; 0,59 ; 0,60 ; 0,30 ; 0,24 ; 0,52 
 Maximilian Marterer ; Clay ; 74,00 ; 706,00 ; 94,00 ; 56,00 ; 38,00 ; 0,06 ; 0,02 ; 0,62 ; 0,70 ; 0,56 ; 0,64 ; 0,44 ; 0,33 ; 0,54 
 Maximilian Marterer ; Hard ; 74,00 ; 706,00 ; 93,00 ; 53,00 ; 40,00 ; 0,11 ; 0,03 ; 0,63 ; 0,74 ; 0,60 ; 0,63 ; 0,40 ; 0,26 ; 0,55 
 Yoshihito Nishioka ; Grass ; 75,00 ; 701,00 ; 10,00 ; 3,00 ; 7,00 ; 0,01 ; 0,03 ; 0,62 ; 0,64 ; 0,50 ; 0,50 ; 0,39 ; 0,22 ; 0,59 
 Yoshihito Nishioka ; Clay ; 75,00 ; 701,00 ; 38,00 ; 20,00 ; 18,00 ; 0,01 ; 0,02 ; 0,62 ; 0,63 ; 0,54 ; 0,56 ; 0,47 ; 0,34 ; 0,60 
 Yoshihito Nishioka ; Hard ; 75,00 ; 701,00 ; 209,00 ; 135,00 ; 74,00 ; 0,03 ; 0,03 ; 0,62 ; 0,67 ; 0,58 ; 0,59 ; 0,43 ; 0,32 ; 0,62 
 Yoshihito Nishioka ; Carpet ; 75,00 ; 701,00 ; 8,00 ; 7,00 ; 1,00 ; 0,06 ; 0,01 ; 0,67 ; 0,72 ; 0,63 ; 0,44 ; 0,51 ; 0,29 ; 0,58 
 Bradley Klahn ; Grass ; 76,00 ; 699,00 ; 7,00 ; 1,00 ; 6,00 ; 0,09 ; 0,06 ; 0,65 ; 0,71 ; 0,57 ; 0,60 ; 0,22 ; 0,23 ; 0,39 
 Bradley Klahn ; Clay ; 76,00 ; 699,00 ; 20,00 ; 9,00 ; 11,00 ; 0,05 ; 0,04 ; 0,62 ; 0,68 ; 0,55 ; 0,61 ; 0,43 ; 0,30 ; 0,50 
